disp_avg,t_cent,daily_average
1.1069928447233382e-09,2020-02-15 02:30:00+00:00,1.2197639197292975e-09
1.0403431215052712e-09,2020-02-15 03:30:00+00:00,1.2199773154429454e-09
9.673898986341315e-10,2020-02-15 04:30:00+00:00,1.219570300199039e-09
8.859107730398445e-10,2020-02-15 05:30:00+00:00,1.219298176111784e-09
7.874750970286221e-10,2020-02-15 06:30:00+00:00,1.2191942065015434e-09
6.770980651363948e-10,2020-02-15 07:30:00+00:00,1.2171327795444159e-09
6.458458916900839e-10,2020-02-15 08:30:00+00:00,1.2145058660133033e-09
6.601583872713483e-10,2020-02-15 09:30:00+00:00,1.207800276098736e-09
7.935065934968177e-10,2020-02-15 10:30:00+00:00,1.1961198658054257e-09
9.205872737566711e-10,2020-02-15 11:30:00+00:00,1.1781170668588656e-09
1.0559617423467193e-09,2020-02-15 12:30:00+00:00,1.15257255183799e-09
1.13545046526596e-09,2020-02-15 13:30:00+00:00,1.1286878024465696e-09
1.1705656245881452e-09,2020-02-15 14:30:00+00:00,1.1108875553409943e-09
1.2111389729639637e-09,2020-02-15 15:30:00+00:00,1.0980823275354882e-09
1.1868159607750664e-09,2020-02-15 16:30:00+00:00,1.087798587083047e-09
1.2054342589316722e-09,2020-02-15 17:30:00+00:00,1.0807600096084507e-09
1.1664807849048275e-09,2020-02-15 18:30:00+00:00,1.0701626271314084e-09
1.2188294982563151e-09,2020-02-15 19:30:00+00:00,1.0639013727764864e-09
1.1796646444607677e-09,2020-02-15 20:30:00+00:00,1.0570287764048373e-09
1.1946843325274083e-09,2020-02-15 21:30:00+00:00,1.051808587867493e-09
1.1196884842098405e-09,2020-02-15 22:30:00+00:00,1.042589872958391e-09
1.1022212395561962e-09,2020-02-15 23:30:00+00:00,1.034669328756709e-09
1.0575903727391518e-09,2020-02-16 00:30:00+00:00,1.0273791023453976e-09
1.0350327063962602e-09,2020-02-16 01:30:00+00:00,1.021869459758534e-09
9.983494618640313e-10,2020-02-16 02:30:00+00:00,1.0173426521393963e-09
9.634519150029673e-10,2020-02-16 03:30:00+00:00,1.0141388518684668e-09
9.459383729862764e-10,2020-02-16 04:30:00+00:00,1.0132450382998064e-09
8.155456393258651e-10,2020-02-16 05:30:00+00:00,1.0103131577283906e-09
6.95801727922198e-10,2020-02-16 06:30:00+00:00,1.0064934340156232e-09
6.003183682570273e-10,2020-02-16 07:30:00+00:00,1.003294279978983e-09
5.617209256086435e-10,2020-02-16 08:30:00+00:00,9.99789073058923e-10
5.956502865176183e-10,2020-02-16 09:30:00+00:00,9.971012355275173e-10
6.398835636510879e-10,2020-02-16 10:30:00+00:00,9.907002759506119e-10
7.267003814044889e-10,2020-02-16 11:30:00+00:00,9.826216554359377e-10
8.193669705803684e-10,2020-02-16 12:30:00+00:00,9.72763539945673e-10
9.323554740070984e-10,2020-02-16 13:30:00+00:00,9.643012486432202e-10
1.0004831634134907e-09,2020-02-16 14:30:00+00:00,9.572144794276096e-10
1.0706116394700152e-09,2020-02-16 15:30:00+00:00,9.513591738653618e-10
1.0866769506159204e-09,2020-02-16 16:30:00+00:00,9.471867151087305e-10
1.126949530201468e-09,2020-02-16 17:30:00+00:00,9.439165180783054e-10
1.1332128003842952e-09,2020-02-16 18:30:00+00:00,9.425303520566166e-10
1.1237002558703486e-09,2020-02-16 19:30:00+00:00,9.38566633623868e-10
1.128199264477596e-09,2020-02-16 20:30:00+00:00,9.36422242791236e-10
1.1364970603663123e-09,2020-02-16 21:30:00+00:00,9.33997773117857e-10
1.1078099103185761e-09,2020-02-16 22:30:00+00:00,9.335028325390542e-10
1.1016360258934023e-09,2020-02-16 23:30:00+00:00,9.334784486364377e-10
1.062845358981328e-09,2020-02-17 00:30:00+00:00,9.336974063965285e-10
1.0049758825228562e-09,2020-02-17 01:30:00+00:00,9.324450387351367e-10
9.786650425277274e-10,2020-02-17 02:30:00+00:00,9.31624854596124e-10
9.408201795134553e-10,2020-02-17 03:30:00+00:00,9.306818656173946e-10
8.484608746092129e-10,2020-02-17 04:30:00+00:00,9.266203031850168e-10
7.648661141807026e-10,2020-02-17 05:30:00+00:00,9.245086563039684e-10
6.845182967068217e-10,2020-02-17 06:30:00+00:00,9.240385133366612e-10
5.980229653289456e-10,2020-02-17 07:30:00+00:00,9.239428715479913e-10
6.296517192292202e-10,2020-02-17 08:30:00+00:00,9.267733212821816e-10
7.071669071232783e-10,2020-02-17 09:30:00+00:00,9.314198471407508e-10
8.548986274315762e-10,2020-02-17 10:30:00+00:00,9.403788081316046e-10
1.0678000095412326e-09,2020-02-17 11:30:00+00:00,9.54591292637302e-10
1.18289355842235e-09,2020-02-17 12:30:00+00:00,9.697382337973848e-10
1.2937658728067921e-09,2020-02-17 13:30:00+00:00,9.847970004140385e-10
1.3011239796326298e-09,2020-02-17 14:30:00+00:00,9.973237010898359e-10
1.3318449580177932e-09,2020-02-17 15:30:00+00:00,1.0082084226959933e-09
1.3309550767806062e-09,2020-02-17 16:30:00+00:00,1.0183866779528553e-09
1.3014242668947193e-09,2020-02-17 17:30:00+00:00,1.0256564586484072e-09
1.3153283543637346e-09,2020-02-17 18:30:00+00:00,1.033244606730884e-09
1.2820724901559424e-09,2020-02-17 19:30:00+00:00,1.0398434498261172e-09
1.2455538984350685e-09,2020-02-17 20:30:00+00:00,1.0447332262410118e-09
1.2161163899479337e-09,2020-02-17 21:30:00+00:00,1.0480506983069126e-09
1.1854732429527006e-09,2020-02-17 22:30:00+00:00,1.0512866705000014e-09
1.1511159671571325e-09,2020-02-17 23:30:00+00:00,1.0533483347193234e-09
1.1001797534870282e-09,2020-02-18 00:30:00+00:00,1.054903934490394e-09
1.0919386381145038e-09,2020-02-18 01:30:00+00:00,1.0585273826400462e-09
1.0383270908639955e-09,2020-02-18 02:30:00+00:00,1.061013301320724e-09
9.898196721904398e-10,2020-02-18 03:30:00+00:00,1.0630549468489317e-09
9.425190124619098e-10,2020-02-18 04:30:00+00:00,1.0669740359261273e-09
8.072951819577283e-10,2020-02-18 05:30:00+00:00,1.0687419137501701e-09
7.494497926016408e-10,2020-02-18 06:30:00+00:00,1.0714473927457876e-09
7.204051063145138e-10,2020-02-18 07:30:00+00:00,1.0765466486201864e-09
7.24155641450041e-10,2020-02-18 08:30:00+00:00,1.080484312046054e-09
8.00476341024286e-10,2020-02-18 09:30:00+00:00,1.0843722051252625e-09
1.0770507651450506e-09,2020-02-18 10:30:00+00:00,1.0936285441966572e-09
1.3417016694093075e-09,2020-02-18 11:30:00+00:00,1.1050411133578271e-09
1.6738747677321961e-09,2020-02-18 12:30:00+00:00,1.1254986637457372e-09
1.6966918580848414e-09,2020-02-18 13:30:00+00:00,1.1422872464656557e-09
1.65297770524238e-09,2020-02-18 14:30:00+00:00,1.156947818366062e-09
1.4697900371971298e-09,2020-02-18 15:30:00+00:00,1.1626955299985343e-09
1.4336654310359846e-09,2020-02-18 16:30:00+00:00,1.1669751280925087e-09
1.3688590885517497e-09,2020-02-18 17:30:00+00:00,1.1697849123282183e-09
1.4072658223679441e-09,2020-02-18 18:30:00+00:00,1.1736156401617272e-09
1.394698446312012e-09,2020-02-18 19:30:00+00:00,1.1783083883348967e-09
1.3848496383624164e-09,2020-02-18 20:30:00+00:00,1.1841123774985364e-09
1.3974546462954245e-09,2020-02-18 21:30:00+00:00,1.1916681381796816e-09
1.3793435736672698e-09,2020-02-18 22:30:00+00:00,1.199746068626122e-09
1.3360637858490087e-09,2020-02-18 23:30:00+00:00,1.2074522277382835e-09
1.2643916290408715e-09,2020-02-19 00:30:00+00:00,1.2142943892196937e-09
1.164999806713836e-09,2020-02-19 01:30:00+00:00,1.2173386045779993e-09
1.1219902364168085e-09,2020-02-19 02:30:00+00:00,1.220824568976033e-09
1.0610955596881867e-09,2020-02-19 03:30:00+00:00,1.2237943976217723e-09
9.54616613528688e-10,2020-02-19 04:30:00+00:00,1.2242984643328882e-09
8.508742979943001e-10,2020-02-19 05:30:00+00:00,1.226114260834412e-09
7.660437526507755e-10,2020-02-19 06:30:00+00:00,1.2268056758364592e-09
6.841107992627442e-10,2020-02-19 07:30:00+00:00,1.2252934130426353e-09
7.526999732395521e-10,2020-02-19 08:30:00+00:00,1.2264827602005317e-09
8.114639450453072e-10,2020-02-19 09:30:00+00:00,1.226940577034741e-09
1.0806290681534078e-09,2020-02-19 10:30:00+00:00,1.2270896729934226e-09
1.3487822089782869e-09,2020-02-19 11:30:00+00:00,1.2273846954754633e-09
1.6904226690554484e-09,2020-02-19 12:30:00+00:00,1.2280741913639323e-09
1.6988402181855306e-09,2020-02-19 13:30:00+00:00,1.2281637063681275e-09
1.6086231282092804e-09,2020-02-19 14:30:00+00:00,1.2263155989917485e-09
1.4205866211582495e-09,2020-02-19 15:30:00+00:00,1.224265456656795e-09
1.4041330537382733e-09,2020-02-19 16:30:00+00:00,1.2230349409360572e-09
1.429678621371536e-09,2020-02-19 17:30:00+00:00,1.2255690881368816e-09
1.3917391684010233e-09,2020-02-19 18:30:00+00:00,1.224922144221593e-09
1.379326092081574e-09,2020-02-19 19:30:00+00:00,1.2242816294619917e-09
1.3648512304168773e-09,2020-02-19 20:30:00+00:00,1.2234483624642607e-09
1.3826166541079916e-09,2020-02-19 21:30:00+00:00,1.2228301127897846e-09
1.4073556628433292e-09,2020-02-19 22:30:00+00:00,1.2239972831721202e-09
1.3341858938056893e-09,2020-02-19 23:30:00+00:00,1.2239190376703154e-09
1.262928668857958e-09,2020-02-20 00:30:00+00:00,1.2238580809960273e-09
1.1658503802976249e-09,2020-02-20 01:30:00+00:00,1.2238935215620183e-09
1.1330117792909094e-09,2020-02-20 02:30:00+00:00,1.224352752515106e-09
1.0273728526141362e-09,2020-02-20 03:30:00+00:00,1.2229476397203538e-09
9.729971495347485e-10,2020-02-20 04:30:00+00:00,1.223713495387273e-09
8.557872540852229e-10,2020-02-20 05:30:00+00:00,1.2239182018910615e-09
7.630038767440364e-10,2020-02-20 06:30:00+00:00,1.2237915403949473e-09
6.58911631504915e-10,2020-02-20 07:30:00+00:00,1.2227415750717045e-09
7.015418506895122e-10,2020-02-20 08:30:00+00:00,1.2206099866321196e-09
8.358939840480074e-10,2020-02-20 09:30:00+00:00,1.2216279049238987e-09
1.0830980623406233e-09,2020-02-20 10:30:00+00:00,1.2217307796816993e-09
1.374459931767437e-09,2020-02-20 11:30:00+00:00,1.222800684797914e-09
1.6423847319035703e-09,2020-02-20 12:30:00+00:00,1.2207991040832523e-09
1.6671803371515069e-09,2020-02-20 13:30:00+00:00,1.2194799423735015e-09
1.5994590584519893e-09,2020-02-20 14:30:00+00:00,1.2190981061336144e-09
1.487916649232402e-09,2020-02-20 15:30:00+00:00,1.2219035239700375e-09
1.44197349317552e-09,2020-02-20 16:30:00+00:00,1.2234802089465895e-09
1.3495021649473419e-09,2020-02-20 17:30:00+00:00,1.220139523262248e-09
1.3666397761431101e-09,2020-02-20 18:30:00+00:00,1.2190937152515017e-09
1.3792763959633428e-09,2020-02-20 19:30:00+00:00,1.2190916445799086e-09
1.3983072280582797e-09,2020-02-20 20:30:00+00:00,1.2204856444816335e-09
1.3803846854308867e-09,2020-02-20 21:30:00+00:00,1.220392645786754e-09
1.3714609930803821e-09,2020-02-20 22:30:00+00:00,1.2188970345466313e-09
1.3380651287571855e-09,2020-02-20 23:30:00+00:00,1.219058669336277e-09
1.266320249934711e-09,2020-02-21 00:30:00+00:00,1.2191999852144752e-09
1.177458330996564e-09,2020-02-21 01:30:00+00:00,1.2196836498269309e-09
1.1260877507731174e-09,2020-02-21 02:30:00+00:00,1.2193951486386895e-09
1.0461278558596175e-09,2020-02-21 03:30:00+00:00,1.2201766071072514e-09
9.609197753227553e-10,2020-02-21 04:30:00+00:00,1.2196733831817518e-09
8.773976601701682e-10,2020-02-21 05:30:00+00:00,1.2205738167686246e-09
7.834434831181898e-10,2020-02-21 06:30:00+00:00,1.2214254670342143e-09
7.114920446310784e-10,2020-02-21 07:30:00+00:00,1.2236163175811377e-09
7.816398656873466e-10,2020-02-21 08:30:00+00:00,1.226953734872714e-09
8.183267384402451e-10,2020-02-21 09:30:00+00:00,1.226221766305724e-09
1.0478095193555685e-09,2020-02-21 10:30:00+00:00,1.2247514103480135e-09
1.336937338112639e-09,2020-02-21 11:30:00+00:00,1.22318796894573e-09
1.6379956812129583e-09,2020-02-21 12:30:00+00:00,1.2230050918336213e-09
1.6537710178792505e-09,2020-02-21 13:30:00+00:00,1.2224463701972772e-09
1.5451008753461906e-09,2020-02-21 14:30:00+00:00,1.2201814459012023e-09
1.4277986780644256e-09,2020-02-21 15:30:00+00:00,1.21767653043587e-09
1.4210874280388756e-09,2020-02-21 16:30:00+00:00,1.216806277721843e-09
1.3745607066218493e-09,2020-02-21 17:30:00+00:00,1.2178503836249475e-09
1.4098749174536488e-09,2020-02-21 18:30:00+00:00,1.21965184784622e-09
1.4021999826846412e-09,2020-02-21 19:30:00+00:00,1.2206069972929407e-09
1.3580151790953319e-09,2020-02-21 20:30:00+00:00,1.2189281619194845e-09
1.3707900953155072e-09,2020-02-21 21:30:00+00:00,1.218528387331344e-09
1.3947089504290775e-09,2020-02-21 22:30:00+00:00,1.2194970522208727e-09
1.351438963895311e-09,2020-02-21 23:30:00+00:00,1.220054295351628e-09
1.2851561319720305e-09,2020-02-22 00:30:00+00:00,1.2208391237698497e-09
1.1496047281216286e-09,2020-02-22 01:30:00+00:00,1.2196785569833938e-09
1.148770605776851e-09,2020-02-22 02:30:00+00:00,1.2206236759418826e-09
1.0361148282943185e-09,2020-02-22 03:30:00+00:00,1.2202064664599952e-09
9.924934341696302e-10,2020-02-22 04:30:00+00:00,1.2215220355786151e-09
8.89617407674966e-10,2020-02-22 05:30:00+00:00,1.2220311917246483e-09
8.08006657075532e-10,2020-02-22 06:30:00+00:00,1.2230546573062043e-09
6.678393270034233e-10,2020-02-22 07:30:00+00:00,1.2212357940717187e-09
6.516789210237878e-10,2020-02-22 08:30:00+00:00,1.215820754710737e-09
6.853655864452823e-10,2020-02-22 09:30:00+00:00,1.210280706710947e-09
7.941907555581122e-10,2020-02-22 10:30:00+00:00,1.1997132582193862e-09
9.34991088940413e-10,2020-02-22 11:30:00+00:00,1.1829654978372103e-09
1.108765325842114e-09,2020-02-22 12:30:00+00:00,1.1609142330300917e-09
1.2374210364443963e-09,2020-02-22 13:30:00+00:00,1.1435663171369728e-09
1.3005912089006112e-09,2020-02-22 14:30:00+00:00,1.133378414368407e-09
1.2752443440735673e-09,2020-02-22 15:30:00+00:00,1.1270219837854544e-09
1.309364489231445e-09,2020-02-22 16:30:00+00:00,1.1223668613351448e-09
1.279206568028585e-09,2020-02-22 17:30:00+00:00,1.1183937722270921e-09
1.2422409708975923e-09,2020-02-22 18:30:00+00:00,1.111409024453923e-09
1.2201805750305935e-09,2020-02-22 19:30:00+00:00,1.1038248824683378e-09
1.194882590100438e-09,2020-02-22 20:30:00+00:00,1.097027691260217e-09
1.1732934225054138e-09,2020-02-22 21:30:00+00:00,1.0887986632264633e-09
1.1725521712738377e-09,2020-02-22 22:30:00+00:00,1.0795421307616619e-09
1.12651805147896e-09,2020-02-22 23:30:00+00:00,1.070170426077647e-09
1.0854970451623966e-09,2020-02-23 00:30:00+00:00,1.061851297460579e-09
1.0760789346657535e-09,2020-02-23 01:30:00+00:00,1.0587877227332508e-09
1.0509480675912057e-09,2020-02-23 02:30:00+00:00,1.0547117836421822e-09
9.847430423911491e-10,2020-02-23 03:30:00+00:00,1.0525712925628836e-09
9.508085409725517e-10,2020-02-23 04:30:00+00:00,1.0508344220130053e-09
8.427757785500398e-10,2020-02-23 05:30:00+00:00,1.0488826874661334e-09
7.468211689395587e-10,2020-02-23 06:30:00+00:00,1.0463332921271345e-09
6.120640484373422e-10,2020-02-23 07:30:00+00:00,1.0440093221868811e-09
5.686207919072036e-10,2020-02-23 08:30:00+00:00,1.0405485668070236e-09
5.904592663810349e-10,2020-02-23 09:30:00+00:00,1.0365941368043466e-09
6.247462357625214e-10,2020-02-23 10:30:00+00:00,1.02953394847953e-09
7.341245040196506e-10,2020-02-23 11:30:00+00:00,1.021164507441165e-09
8.646855413135534e-10,2020-02-23 12:30:00+00:00,1.0109945164191417e-09
1.0227442655001219e-09,2020-02-23 13:30:00+00:00,1.0020496509631302e-09
1.0379034370812474e-09,2020-02-23 14:30:00+00:00,9.911043271373234e-10
1.113041768963978e-09,2020-02-23 15:30:00+00:00,9.84345886507757e-10
1.1222027167337328e-09,2020-02-23 16:30:00+00:00,9.765474793203525e-10
1.1615497836554218e-09,2020-02-23 17:30:00+00:00,9.716451133048039e-10
1.164432132738626e-09,2020-02-23 18:30:00+00:00,9.68403078381514e-10
1.132830871391804e-09,2020-02-23 19:30:00+00:00,9.647635073965642e-10
1.1765993913347564e-09,2020-02-23 20:30:00+00:00,9.640017074479945e-10
1.1761331739574655e-09,2020-02-23 21:30:00+00:00,9.64120030425163e-10
1.1538826789020274e-09,2020-02-23 22:30:00+00:00,9.63342134909671e-10
1.1307984122361385e-09,2020-02-23 23:30:00+00:00,9.635204832745533e-10
1.0843261454339927e-09,2020-02-24 00:30:00+00:00,9.634716957858698e-10
1.0423549784674147e-09,2020-02-24 01:30:00+00:00,9.620665309442724e-10
1.0042831192745483e-09,2020-02-24 02:30:00+00:00,9.601221580977448e-10
9.686487828323666e-10,2020-02-24 03:30:00+00:00,9.594515639494625e-10
8.713556415908078e-10,2020-02-24 04:30:00+00:00,9.561410264752232e-10
7.99094140259851e-10,2020-02-24 05:30:00+00:00,9.543209582131319e-10
7.185980186376461e-10,2020-02-24 06:30:00+00:00,9.531449936172188e-10
6.768114447913696e-10,2020-02-24 07:30:00+00:00,9.558428017986368e-10
6.986189270883286e-10,2020-02-24 08:30:00+00:00,9.61259390764517e-10
8.351743591588575e-10,2020-02-24 09:30:00+00:00,9.71455852963593e-10
1.076880172692704e-09,2020-02-24 10:30:00+00:00,9.902947670023505e-10
1.3762622230343178e-09,2020-02-24 11:30:00+00:00,1.0170505052946285e-09
1.621391894696691e-09,2020-02-24 12:30:00+00:00,1.0485799366855924e-09
1.7407052402871623e-09,2020-02-24 13:30:00+00:00,1.078494977301719e-09
1.663132556083858e-09,2020-02-24 14:30:00+00:00,1.1045461905934945e-09
1.5543770863083854e-09,2020-02-24 15:30:00+00:00,1.1229351621495115e-09
1.4556901462240223e-09,2020-02-24 16:30:00+00:00,1.1368304717116068e-09
1.4606630504198044e-09,2020-02-24 17:30:00+00:00,1.149293524493456e-09
1.402343369795826e-09,2020-02-24 18:30:00+00:00,1.1592064927041728e-09
1.411561668972668e-09,2020-02-24 19:30:00+00:00,1.1708202759367086e-09
1.4499235087338103e-09,2020-02-24 20:30:00+00:00,1.182208780828336e-09
1.4497106340900116e-09,2020-02-24 21:30:00+00:00,1.1936078416671921e-09
1.4582537514524615e-09,2020-02-24 22:30:00+00:00,1.2062899696901268e-09
1.403116176112851e-09,2020-02-24 23:30:00+00:00,1.21763654318499e-09
1.3152716458642879e-09,2020-02-25 00:30:00+00:00,1.2272592723695856e-09
1.194408097892963e-09,2020-02-25 01:30:00+00:00,1.2335948190123168e-09
1.1456431305498618e-09,2020-02-25 02:30:00+00:00,1.2394848194821214e-09
1.0520758448233975e-09,2020-02-25 03:30:00+00:00,1.242960947065081e-09
9.902015567754778e-10,2020-02-25 04:30:00+00:00,1.2479128601977758e-09
8.79850420836145e-10,2020-02-25 05:30:00+00:00,1.2512777052217879e-09
7.827593282289654e-10,2020-02-25 06:30:00+00:00,1.2539510931214261e-09
7.266520323625729e-10,2020-02-25 07:30:00+00:00,1.2560277842702263e-09
7.877031916145322e-10,2020-02-25 08:30:00+00:00,1.259739628625485e-09
8.787756299416993e-10,2020-02-25 09:30:00+00:00,1.2615563482414366e-09
1.1409686103253428e-09,2020-02-25 10:30:00+00:00,1.2642266998094632e-09
1.4063447607177823e-09,2020-02-25 11:30:00+00:00,1.2654801388796075e-09
1.6730327079014538e-09,2020-02-25 12:30:00+00:00,1.2676318394298058e-09
1.725815323207157e-09,2020-02-25 13:30:00+00:00,1.2670114262181388e-09
1.6569843500476743e-09,2020-02-25 14:30:00+00:00,1.2667552509666313e-09
1.5054109491456754e-09,2020-02-25 15:30:00+00:00,1.2647149952515184e-09
1.4724869128567436e-09,2020-02-25 16:30:00+00:00,1.2654148605278819e-09
1.3855375657670073e-09,2020-02-25 17:30:00+00:00,1.262284632000682e-09
1.6241837517213966e-09,2020-02-25 18:30:00+00:00,1.2715279812475806e-09
1.4044231808669478e-09,2020-02-25 19:30:00+00:00,1.2712305442431757e-09
1.3905927132146494e-09,2020-02-25 20:30:00+00:00,1.2687584277632107e-09
1.3344802131515952e-09,2020-02-25 21:30:00+00:00,1.26395716022411e-09
1.3105001073963432e-09,2020-02-25 22:30:00+00:00,1.2578007583884384e-09
1.2864583487533383e-09,2020-02-25 23:30:00+00:00,1.2529400155817919e-09
1.2451250879487824e-09,2020-02-26 00:30:00+00:00,1.2500172423353125e-09
1.1628915233562484e-09,2020-02-26 01:30:00+00:00,1.2487040517296163e-09
1.1068460010346761e-09,2020-02-26 02:30:00+00:00,1.2470875046664833e-09
1.0448206061046497e-09,2020-02-26 03:30:00+00:00,1.2467852030532021e-09
9.672859650506813e-10,2020-02-26 04:30:00+00:00,1.2458303867313355e-09
8.573876294742349e-10,2020-02-26 05:30:00+00:00,1.2448944370912561e-09
7.417892867325995e-10,2020-02-26 06:30:00+00:00,1.2431873520289077e-09
6.872798632637054e-10,2020-02-26 07:30:00+00:00,1.2415468449831216e-09
6.993504846343622e-10,2020-02-26 08:30:00+00:00,1.237865482192281e-09
8.377638151723265e-10,2020-02-26 09:30:00+00:00,1.2361566565768905e-09
1.0231476679044052e-09,2020-02-26 10:30:00+00:00,1.2312474506426847e-09
1.3426104490488045e-09,2020-02-26 11:30:00+00:00,1.228591854323144e-09
1.612191738937753e-09,2020-02-26 12:30:00+00:00,1.2260568139496566e-09
1.7844435023331936e-09,2020-02-26 13:30:00+00:00,1.2284996547465747e-09
1.781306196399079e-09,2020-02-26 14:30:00+00:00,1.2336797316778832e-09
1.5770875059690912e-09,2020-02-26 15:30:00+00:00,1.2366662548788592e-09
1.4264354275633393e-09,2020-02-26 16:30:00+00:00,1.234747442991634e-09
1.3750903278226332e-09,2020-02-26 17:30:00+00:00,1.2343121414106183e-09
1.3835553901877777e-09,2020-02-26 18:30:00+00:00,1.224285959680051e-09
1.4340297710590998e-09,2020-02-26 19:30:00+00:00,1.2255195676047239e-09
1.406579143067823e-09,2020-02-26 20:30:00+00:00,1.2261856688486062e-09
1.4052472184083386e-09,2020-02-26 21:30:00+00:00,1.229134294067637e-09
1.4119299098699332e-09,2020-02-26 22:30:00+00:00,1.23336053583737e-09
1.3627893281873527e-09,2020-02-26 23:30:00+00:00,1.2365409933137873e-09
1.290367023416518e-09,2020-02-27 00:30:00+00:00,1.2384260739582765e-09
1.182800029829588e-09,2020-02-27 01:30:00+00:00,1.2392555950613322e-09
1.127171142384083e-09,2020-02-27 02:30:00+00:00,1.2401024759508907e-09
1.0423346326037789e-09,2020-02-27 03:30:00+00:00,1.2399988937216877e-09
9.469786896855778e-10,2020-02-27 04:30:00+00:00,1.2391527572481416e-09
8.273029377253143e-10,2020-02-27 05:30:00+00:00,1.2378992284252701e-09
7.254030822887465e-10,2020-02-27 06:30:00+00:00,1.2372164699067761e-09
6.665374755047438e-10,2020-02-27 07:30:00+00:00,1.236352203750153e-09
7.067186063824601e-10,2020-02-27 08:30:00+00:00,1.2366592088229902e-09
8.10900028950594e-10,2020-02-27 09:30:00+00:00,1.2355398843970849e-09
1.041947894797642e-09,2020-02-27 10:30:00+00:00,1.2363232271843029e-09
1.3460451816788588e-09,2020-02-27 11:30:00+00:00,1.2364663410438885e-09
1.6271270385344365e-09,2020-02-27 12:30:00+00:00,1.2370886451937503e-09
1.7276488031244652e-09,2020-02-27 13:30:00+00:00,1.2347221993933864e-09
1.628136878140258e-09,2020-02-27 14:30:00+00:00,1.2283401444659356e-09
1.486685663950959e-09,2020-02-27 15:30:00+00:00,1.2245734010485136e-09
1.4063818729092473e-09,2020-02-27 16:30:00+00:00,1.2237378362712595e-09
1.4212588446855225e-09,2020-02-27 17:30:00+00:00,1.22566152447388e-09
1.3988069642614347e-09,2020-02-27 18:30:00+00:00,1.226297006726949e-09
1.3884858849788928e-09,2020-02-27 19:30:00+00:00,1.2243993448069403e-09
1.398532738359136e-09,2020-02-27 20:30:00+00:00,1.2240640779440786e-09
1.3963132202389694e-09,2020-02-27 21:30:00+00:00,1.223691828020355e-09
1.4308043596141867e-09,2020-02-27 22:30:00+00:00,1.2244782634263655e-09
1.3479837658750298e-09,2020-02-27 23:30:00+00:00,1.2238613649966852e-09
1.2967063679246106e-09,2020-02-28 00:30:00+00:00,1.224125504351189e-09
1.1891003035962377e-09,2020-02-28 01:30:00+00:00,1.2243880157581328e-09
1.123418833477446e-09,2020-02-28 02:30:00+00:00,1.2242316695536895e-09
1.0709108041752783e-09,2020-02-28 03:30:00+00:00,1.2254223433691689e-09
9.81551071735671e-10,2020-02-28 04:30:00+00:00,1.2268628592879226e-09
8.968679123128948e-10,2020-02-28 05:30:00+00:00,1.2297613998957384e-09
7.907084973125669e-10,2020-02-28 06:30:00+00:00,1.2324824588550642e-09
7.487143297587524e-10,2020-02-28 07:30:00+00:00,1.2359064944489812e-09
7.261667659837979e-10,2020-02-28 08:30:00+00:00,1.2367168344323702e-09
8.431200922592193e-10,2020-02-28 09:30:00+00:00,1.23805933707023e-09
1.0914558502431018e-09,2020-02-28 10:30:00+00:00,1.2401221685471238e-09
1.35978988609306e-09,2020-02-28 11:30:00+00:00,1.2406948645643821e-09
1.5558186405752791e-09,2020-02-28 12:30:00+00:00,1.2377236813160843e-09
1.5558186405752791e-09,2020-02-28 13:30:00+00:00,1.230564091209868e-09
1.5558186405752791e-09,2020-02-28 14:30:00+00:00,1.2275508313113273e-09
1.5558186405752791e-09,2020-02-28 15:30:00+00:00,1.2304313720040073e-09
1.5558186405752791e-09,2020-02-28 16:30:00+00:00,1.236657903990092e-09
1.4268564789395625e-09,2020-02-28 17:30:00+00:00,1.236891138750677e-09
1.4725643355239861e-09,2020-02-28 18:30:00+00:00,1.2399643625532833e-09
1.425558295249332e-09,2020-02-28 19:30:00+00:00,1.2415090463145517e-09
1.4034653646432023e-09,2020-02-28 20:30:00+00:00,1.241714572409721e-09
1.4158219200111265e-09,2020-02-28 21:30:00+00:00,1.2425274349002274e-09
1.3712746013744633e-09,2020-02-28 22:30:00+00:00,1.2400470283069057e-09
1.3556477821991935e-09,2020-02-28 23:30:00+00:00,1.2403663623204127e-09
1.3094884225702878e-09,2020-02-29 00:30:00+00:00,1.2408989479306493e-09
1.1683488562116366e-09,2020-02-29 01:30:00+00:00,1.240034304289624e-09
1.1394806818014728e-09,2020-02-29 02:30:00+00:00,1.2407035479697919e-09
1.0921999211274768e-09,2020-02-29 03:30:00+00:00,1.2415905945094667e-09
9.85871642932276e-10,2020-02-29 04:30:00+00:00,1.2417706183093254e-09
9.031392479787169e-10,2020-02-29 05:30:00+00:00,1.242031923962068e-09
8.02694287677034e-10,2020-02-29 06:30:00+00:00,1.2425313318939208e-09
7.112702407551141e-10,2020-02-29 07:30:00+00:00,1.2409711615187693e-09
6.718943921296697e-10,2020-02-29 08:30:00+00:00,1.2387098126081808e-09
7.11129178809392e-10,2020-02-29 09:30:00+00:00,1.2332101912144378e-09
8.181025893647331e-10,2020-02-29 10:30:00+00:00,1.2218204720111725e-09
9.820561377800211e-10,2020-02-29 11:30:00+00:00,1.2060815658314626e-09
1.0991923820083969e-09,2020-02-29 12:30:00+00:00,1.1870554717245092e-09
