,Date,Load_megawatthours,Zone
128696,2017-05-03 06:00:00,4783.9,N.Y.C.
128707,2017-05-03 07:00:00,5355.9,N.Y.C.
128718,2017-05-03 08:00:00,5753.1,N.Y.C.
128729,2017-05-03 09:00:00,5973.9,N.Y.C.
128740,2017-05-03 10:00:00,6055.6,N.Y.C.
128751,2017-05-03 11:00:00,6091.2,N.Y.C.
128762,2017-05-03 12:00:00,6095.7,N.Y.C.
128773,2017-05-03 13:00:00,6081.4,N.Y.C.
128784,2017-05-03 14:00:00,6062.8,N.Y.C.
128789,2017-05-03 15:00:00,6110.4,N.Y.C.
128806,2017-05-03 16:00:00,6140.8,N.Y.C.
128817,2017-05-03 17:00:00,6083.2,N.Y.C.
128828,2017-05-03 18:00:00,5853.4,N.Y.C.
128839,2017-05-03 19:00:00,5712.9,N.Y.C.
128850,2017-05-03 20:00:00,5695.3,N.Y.C.
128861,2017-05-03 21:00:00,5501.4,N.Y.C.
128872,2017-05-03 22:00:00,5155.6,N.Y.C.
128883,2017-05-03 23:00:00,4731.3,N.Y.C.
128894,2017-05-04 00:00:00,4357.1,N.Y.C.
128905,2017-05-04 01:00:00,4117.3,N.Y.C.
128916,2017-05-04 02:00:00,3980.2,N.Y.C.
128927,2017-05-04 03:00:00,3926.6,N.Y.C.
128938,2017-05-04 04:00:00,3952.8,N.Y.C.
128949,2017-05-04 05:00:00,4166.2,N.Y.C.
128960,2017-05-04 06:00:00,4663.3,N.Y.C.
128971,2017-05-04 07:00:00,5207.7,N.Y.C.
128982,2017-05-04 08:00:00,5578.2,N.Y.C.
128993,2017-05-04 09:00:00,5798.8,N.Y.C.
129004,2017-05-04 10:00:00,5887.5,N.Y.C.
129015,2017-05-04 11:00:00,5929.1,N.Y.C.
129026,2017-05-04 12:00:00,5938.0,N.Y.C.
129037,2017-05-04 13:00:00,5931.9,N.Y.C.
129048,2017-05-04 14:00:00,5905.6,N.Y.C.
129059,2017-05-04 15:00:00,5932.4,N.Y.C.
129070,2017-05-04 16:00:00,5960.7,N.Y.C.
129081,2017-05-04 17:00:00,5920.6,N.Y.C.
129092,2017-05-04 18:00:00,5771.8,N.Y.C.
129103,2017-05-04 19:00:00,5725.1,N.Y.C.
129114,2017-05-04 20:00:00,5686.2,N.Y.C.
129125,2017-05-04 21:00:00,5469.6,N.Y.C.
129136,2017-05-04 22:00:00,5120.8,N.Y.C.
129147,2017-05-04 23:00:00,4711.7,N.Y.C.
129158,2017-05-05 00:00:00,4354.0,N.Y.C.
129169,2017-05-05 01:00:00,4126.1,N.Y.C.
129180,2017-05-05 02:00:00,3995.9,N.Y.C.
129191,2017-05-05 03:00:00,3940.7,N.Y.C.
129202,2017-05-05 04:00:00,3960.5,N.Y.C.
129213,2017-05-05 05:00:00,4182.0,N.Y.C.
129224,2017-05-05 06:00:00,4693.4,N.Y.C.
129235,2017-05-05 07:00:00,5259.3,N.Y.C.
129246,2017-05-05 08:00:00,5655.5,N.Y.C.
129257,2017-05-05 09:00:00,5912.6,N.Y.C.
129268,2017-05-05 10:00:00,6066.5,N.Y.C.
129279,2017-05-05 11:00:00,6200.9,N.Y.C.
129290,2017-05-05 12:00:00,6248.7,N.Y.C.
129301,2017-05-05 13:00:00,6268.5,N.Y.C.
129312,2017-05-05 14:00:00,6197.2,N.Y.C.
129323,2017-05-05 15:00:00,6145.9,N.Y.C.
129334,2017-05-05 16:00:00,6158.7,N.Y.C.
129345,2017-05-05 17:00:00,6107.5,N.Y.C.
129356,2017-05-05 18:00:00,5928.1,N.Y.C.
129366,2017-05-05 19:00:00,5839.3,N.Y.C.
129378,2017-05-05 20:00:00,5732.8,N.Y.C.
129389,2017-05-05 21:00:00,5530.2,N.Y.C.
129400,2017-05-05 22:00:00,5239.3,N.Y.C.
129411,2017-05-05 23:00:00,4885.6,N.Y.C.
129422,2017-05-06 00:00:00,4531.7,N.Y.C.
129433,2017-05-06 01:00:00,4305.7,N.Y.C.
129444,2017-05-06 02:00:00,4161.3,N.Y.C.
129455,2017-05-06 03:00:00,4090.6,N.Y.C.
129466,2017-05-06 04:00:00,4056.5,N.Y.C.
129477,2017-05-06 05:00:00,4090.6,N.Y.C.
129490,2017-05-06 06:00:00,4229.6,N.Y.C.
129499,2017-05-06 07:00:00,4495.4,N.Y.C.
129510,2017-05-06 08:00:00,4802.6,N.Y.C.
129521,2017-05-06 09:00:00,5021.2,N.Y.C.
129532,2017-05-06 10:00:00,5154.2,N.Y.C.
129543,2017-05-06 11:00:00,5280.7,N.Y.C.
129554,2017-05-06 12:00:00,5311.4,N.Y.C.
129565,2017-05-06 13:00:00,5287.4,N.Y.C.
129576,2017-05-06 14:00:00,5253.4,N.Y.C.
129587,2017-05-06 15:00:00,5224.4,N.Y.C.
129598,2017-05-06 16:00:00,5207.8,N.Y.C.
129609,2017-05-06 17:00:00,5230.1,N.Y.C.
129620,2017-05-06 18:00:00,5227.7,N.Y.C.
129631,2017-05-06 19:00:00,5248.1,N.Y.C.
129642,2017-05-06 20:00:00,5303.3,N.Y.C.
129655,2017-05-06 21:00:00,5187.5,N.Y.C.
129664,2017-05-06 22:00:00,4986.9,N.Y.C.
129675,2017-05-06 23:00:00,4718.9,N.Y.C.
129686,2017-05-07 00:00:00,4427.6,N.Y.C.
129697,2017-05-07 01:00:00,4187.5,N.Y.C.
129708,2017-05-07 02:00:00,4032.8,N.Y.C.
129719,2017-05-07 03:00:00,3937.4,N.Y.C.
129730,2017-05-07 04:00:00,3892.2,N.Y.C.
129741,2017-05-07 05:00:00,3915.6,N.Y.C.
129752,2017-05-07 06:00:00,4002.3,N.Y.C.
129763,2017-05-07 07:00:00,4177.9,N.Y.C.
129774,2017-05-07 08:00:00,4421.6,N.Y.C.
129785,2017-05-07 09:00:00,4677.9,N.Y.C.
129796,2017-05-07 10:00:00,4884.0,N.Y.C.
129807,2017-05-07 11:00:00,5016.2,N.Y.C.
129818,2017-05-07 12:00:00,5026.4,N.Y.C.
129829,2017-05-07 13:00:00,5008.0,N.Y.C.
129840,2017-05-07 14:00:00,5017.9,N.Y.C.
129851,2017-05-07 15:00:00,5051.1,N.Y.C.
129862,2017-05-07 16:00:00,5070.3,N.Y.C.
129873,2017-05-07 17:00:00,5085.5,N.Y.C.
129884,2017-05-07 18:00:00,5107.5,N.Y.C.
129895,2017-05-07 19:00:00,5170.2,N.Y.C.
129906,2017-05-07 20:00:00,5276.8,N.Y.C.
129917,2017-05-07 21:00:00,5169.3,N.Y.C.
129928,2017-05-07 22:00:00,4916.5,N.Y.C.
129939,2017-05-07 23:00:00,4584.3,N.Y.C.
129950,2017-05-08 00:00:00,4295.6,N.Y.C.
129961,2017-05-08 01:00:00,4096.0,N.Y.C.
129972,2017-05-08 02:00:00,3978.6,N.Y.C.
129983,2017-05-08 03:00:00,3931.0,N.Y.C.
129994,2017-05-08 04:00:00,3971.2,N.Y.C.
130005,2017-05-08 05:00:00,4212.7,N.Y.C.
130016,2017-05-08 06:00:00,4704.0,N.Y.C.
130027,2017-05-08 07:00:00,5246.4,N.Y.C.
130038,2017-05-08 08:00:00,5596.5,N.Y.C.
130049,2017-05-08 09:00:00,5813.2,N.Y.C.
130060,2017-05-08 10:00:00,5896.5,N.Y.C.
130071,2017-05-08 11:00:00,5939.6,N.Y.C.
130082,2017-05-08 12:00:00,5934.0,N.Y.C.
130093,2017-05-08 13:00:00,5932.2,N.Y.C.
130104,2017-05-08 14:00:00,5905.3,N.Y.C.
130115,2017-05-08 15:00:00,5928.6,N.Y.C.
130126,2017-05-08 16:00:00,5953.4,N.Y.C.
130137,2017-05-08 17:00:00,5920.8,N.Y.C.
130148,2017-05-08 18:00:00,5755.1,N.Y.C.
130159,2017-05-08 19:00:00,5672.5,N.Y.C.
130170,2017-05-08 20:00:00,5708.8,N.Y.C.
130181,2017-05-08 21:00:00,5530.3,N.Y.C.
130192,2017-05-08 22:00:00,5191.3,N.Y.C.
130203,2017-05-08 23:00:00,4753.6,N.Y.C.
130214,2017-05-09 00:00:00,4394.1,N.Y.C.
130225,2017-05-09 01:00:00,4164.6,N.Y.C.
130236,2017-05-09 02:00:00,4031.0,N.Y.C.
130247,2017-05-09 03:00:00,3977.0,N.Y.C.
130258,2017-05-09 04:00:00,4012.5,N.Y.C.
130269,2017-05-09 05:00:00,4238.6,N.Y.C.
130280,2017-05-09 06:00:00,4750.7,N.Y.C.
130291,2017-05-09 07:00:00,5308.4,N.Y.C.
130302,2017-05-09 08:00:00,5619.6,N.Y.C.
130313,2017-05-09 09:00:00,5777.0,N.Y.C.
130324,2017-05-09 10:00:00,5874.5,N.Y.C.
130335,2017-05-09 11:00:00,5925.4,N.Y.C.
130346,2017-05-09 12:00:00,5948.1,N.Y.C.
130357,2017-05-09 13:00:00,5940.8,N.Y.C.
130368,2017-05-09 14:00:00,5929.7,N.Y.C.
130379,2017-05-09 15:00:00,5951.2,N.Y.C.
130390,2017-05-09 16:00:00,5974.1,N.Y.C.
130401,2017-05-09 17:00:00,5960.4,N.Y.C.
130412,2017-05-09 18:00:00,5815.5,N.Y.C.
130423,2017-05-09 19:00:00,5708.3,N.Y.C.
130434,2017-05-09 20:00:00,5728.5,N.Y.C.
130445,2017-05-09 21:00:00,5552.9,N.Y.C.
130456,2017-05-09 22:00:00,5194.8,N.Y.C.
130467,2017-05-09 23:00:00,4786.2,N.Y.C.
130478,2017-05-10 00:00:00,4403.9,N.Y.C.
130489,2017-05-10 01:00:00,4179.7,N.Y.C.
130500,2017-05-10 02:00:00,4041.0,N.Y.C.
130511,2017-05-10 03:00:00,3985.5,N.Y.C.
130522,2017-05-10 04:00:00,4006.7,N.Y.C.
130533,2017-05-10 05:00:00,4215.6,N.Y.C.
130544,2017-05-10 06:00:00,4727.6,N.Y.C.
130555,2017-05-10 07:00:00,5295.2,N.Y.C.
130566,2017-05-10 08:00:00,5626.6,N.Y.C.
130577,2017-05-10 09:00:00,5822.1,N.Y.C.
130588,2017-05-10 10:00:00,5885.1,N.Y.C.
130599,2017-05-10 11:00:00,5932.1,N.Y.C.
130610,2017-05-10 12:00:00,5943.9,N.Y.C.
130621,2017-05-10 13:00:00,5955.6,N.Y.C.
130632,2017-05-10 14:00:00,5930.2,N.Y.C.
130643,2017-05-10 15:00:00,5954.3,N.Y.C.
130654,2017-05-10 16:00:00,5971.5,N.Y.C.
130665,2017-05-10 17:00:00,5923.1,N.Y.C.
130676,2017-05-10 18:00:00,5748.2,N.Y.C.
130687,2017-05-10 19:00:00,5636.6,N.Y.C.
130698,2017-05-10 20:00:00,5659.2,N.Y.C.
130709,2017-05-10 21:00:00,5489.0,N.Y.C.
130720,2017-05-10 22:00:00,5165.5,N.Y.C.
130731,2017-05-10 23:00:00,4737.9,N.Y.C.
130742,2017-05-11 00:00:00,4372.2,N.Y.C.
130753,2017-05-11 01:00:00,4146.1,N.Y.C.
130764,2017-05-11 02:00:00,4015.8,N.Y.C.
130775,2017-05-11 03:00:00,3956.0,N.Y.C.
130786,2017-05-11 04:00:00,3983.5,N.Y.C.
130797,2017-05-11 05:00:00,4194.3,N.Y.C.
130808,2017-05-11 06:00:00,4681.5,N.Y.C.
130819,2017-05-11 07:00:00,5210.8,N.Y.C.
130830,2017-05-11 08:00:00,5571.6,N.Y.C.
130841,2017-05-11 09:00:00,5765.9,N.Y.C.
130852,2017-05-11 10:00:00,5823.2,N.Y.C.
130863,2017-05-11 11:00:00,5881.2,N.Y.C.
130870,2017-05-11 12:00:00,5907.1,N.Y.C.
130885,2017-05-11 13:00:00,5912.1,N.Y.C.
130896,2017-05-11 14:00:00,5899.7,N.Y.C.
130907,2017-05-11 15:00:00,5922.2,N.Y.C.
130918,2017-05-11 16:00:00,5946.8,N.Y.C.
130929,2017-05-11 17:00:00,5896.2,N.Y.C.
130940,2017-05-11 18:00:00,5722.8,N.Y.C.
130951,2017-05-11 19:00:00,5619.3,N.Y.C.
130962,2017-05-11 20:00:00,5641.4,N.Y.C.
130973,2017-05-11 21:00:00,5492.8,N.Y.C.
130984,2017-05-11 22:00:00,5167.7,N.Y.C.
130995,2017-05-11 23:00:00,4777.9,N.Y.C.
131006,2017-05-12 00:00:00,4415.2,N.Y.C.
131017,2017-05-12 01:00:00,4182.4,N.Y.C.
131028,2017-05-12 02:00:00,4037.6,N.Y.C.
131039,2017-05-12 03:00:00,3982.5,N.Y.C.
131050,2017-05-12 04:00:00,4000.4,N.Y.C.
131061,2017-05-12 05:00:00,4215.8,N.Y.C.
131072,2017-05-12 06:00:00,4697.0,N.Y.C.
131083,2017-05-12 07:00:00,5243.3,N.Y.C.
131091,2017-05-12 08:00:00,5582.6,N.Y.C.
131105,2017-05-12 09:00:00,5824.2,N.Y.C.
131116,2017-05-12 10:00:00,5907.7,N.Y.C.
131127,2017-05-12 11:00:00,5940.3,N.Y.C.
131138,2017-05-12 12:00:00,5947.3,N.Y.C.
131149,2017-05-12 13:00:00,5918.4,N.Y.C.
131160,2017-05-12 14:00:00,5899.6,N.Y.C.
131171,2017-05-12 15:00:00,5887.0,N.Y.C.
131182,2017-05-12 16:00:00,5885.9,N.Y.C.
131193,2017-05-12 17:00:00,5838.6,N.Y.C.
131204,2017-05-12 18:00:00,5674.3,N.Y.C.
131215,2017-05-12 19:00:00,5601.3,N.Y.C.
131226,2017-05-12 20:00:00,5573.5,N.Y.C.
131237,2017-05-12 21:00:00,5424.1,N.Y.C.
131248,2017-05-12 22:00:00,5151.0,N.Y.C.
131259,2017-05-12 23:00:00,4802.7,N.Y.C.
131270,2017-05-13 00:00:00,4469.3,N.Y.C.
131281,2017-05-13 01:00:00,4242.5,N.Y.C.
131292,2017-05-13 02:00:00,4088.1,N.Y.C.
131303,2017-05-13 03:00:00,3985.5,N.Y.C.
131314,2017-05-13 04:00:00,3952.9,N.Y.C.
131325,2017-05-13 05:00:00,4011.6,N.Y.C.
131336,2017-05-13 06:00:00,4159.1,N.Y.C.
131346,2017-05-13 07:00:00,4416.8,N.Y.C.
131358,2017-05-13 08:00:00,4728.5,N.Y.C.
131369,2017-05-13 09:00:00,5013.9,N.Y.C.
131380,2017-05-13 10:00:00,5211.4,N.Y.C.
131391,2017-05-13 11:00:00,5330.0,N.Y.C.
131402,2017-05-13 12:00:00,5368.1,N.Y.C.
131413,2017-05-13 13:00:00,5353.0,N.Y.C.
131424,2017-05-13 14:00:00,5337.2,N.Y.C.
131435,2017-05-13 15:00:00,5310.9,N.Y.C.
131446,2017-05-13 16:00:00,5314.3,N.Y.C.
131457,2017-05-13 17:00:00,5324.3,N.Y.C.
131468,2017-05-13 18:00:00,5332.5,N.Y.C.
131479,2017-05-13 19:00:00,5336.1,N.Y.C.
131490,2017-05-13 20:00:00,5327.6,N.Y.C.
131501,2017-05-13 21:00:00,5232.7,N.Y.C.
131512,2017-05-13 22:00:00,5046.5,N.Y.C.
131523,2017-05-13 23:00:00,4769.6,N.Y.C.
131534,2017-05-14 00:00:00,4488.2,N.Y.C.
131545,2017-05-14 01:00:00,4259.2,N.Y.C.
131556,2017-05-14 02:00:00,4093.1,N.Y.C.
131563,2017-05-14 03:00:00,3999.1,N.Y.C.
131578,2017-05-14 04:00:00,3954.5,N.Y.C.
131589,2017-05-14 05:00:00,3972.3,N.Y.C.
131600,2017-05-14 06:00:00,4054.2,N.Y.C.
131611,2017-05-14 07:00:00,4224.4,N.Y.C.
131622,2017-05-14 08:00:00,4461.9,N.Y.C.
131633,2017-05-14 09:00:00,4672.1,N.Y.C.
131644,2017-05-14 10:00:00,4835.1,N.Y.C.
131655,2017-05-14 11:00:00,4927.0,N.Y.C.
131666,2017-05-14 12:00:00,4966.3,N.Y.C.
131677,2017-05-14 13:00:00,4974.3,N.Y.C.
131688,2017-05-14 14:00:00,4989.4,N.Y.C.
131699,2017-05-14 15:00:00,4994.5,N.Y.C.
131710,2017-05-14 16:00:00,4979.6,N.Y.C.
131721,2017-05-14 17:00:00,5019.7,N.Y.C.
131732,2017-05-14 18:00:00,5001.5,N.Y.C.
131743,2017-05-14 19:00:00,5044.7,N.Y.C.
131754,2017-05-14 20:00:00,5173.0,N.Y.C.
131765,2017-05-14 21:00:00,5117.6,N.Y.C.
131776,2017-05-14 22:00:00,4894.3,N.Y.C.
131787,2017-05-14 23:00:00,4575.0,N.Y.C.
131798,2017-05-15 00:00:00,4290.8,N.Y.C.
131809,2017-05-15 01:00:00,4089.3,N.Y.C.
131820,2017-05-15 02:00:00,3966.9,N.Y.C.
131831,2017-05-15 03:00:00,3918.2,N.Y.C.
131842,2017-05-15 04:00:00,3958.1,N.Y.C.
131853,2017-05-15 05:00:00,4196.8,N.Y.C.
131864,2017-05-15 06:00:00,4684.5,N.Y.C.
131875,2017-05-15 07:00:00,5236.9,N.Y.C.
131886,2017-05-15 08:00:00,5595.3,N.Y.C.
131897,2017-05-15 09:00:00,5811.8,N.Y.C.
131908,2017-05-15 10:00:00,5872.4,N.Y.C.
131919,2017-05-15 11:00:00,5921.5,N.Y.C.
131930,2017-05-15 12:00:00,5964.8,N.Y.C.
131941,2017-05-15 13:00:00,5987.0,N.Y.C.
131952,2017-05-15 14:00:00,5970.3,N.Y.C.
131963,2017-05-15 15:00:00,5998.5,N.Y.C.
131974,2017-05-15 16:00:00,6040.9,N.Y.C.
131985,2017-05-15 17:00:00,6045.1,N.Y.C.
131996,2017-05-15 18:00:00,5861.7,N.Y.C.
132007,2017-05-15 19:00:00,5725.6,N.Y.C.
132018,2017-05-15 20:00:00,5718.6,N.Y.C.
132029,2017-05-15 21:00:00,5559.9,N.Y.C.
132040,2017-05-15 22:00:00,5207.2,N.Y.C.
132051,2017-05-15 23:00:00,4789.2,N.Y.C.
132062,2017-05-16 00:00:00,4410.4,N.Y.C.
132073,2017-05-16 01:00:00,4181.1,N.Y.C.
132084,2017-05-16 02:00:00,4034.8,N.Y.C.
132095,2017-05-16 03:00:00,3978.1,N.Y.C.
132106,2017-05-16 04:00:00,3994.0,N.Y.C.
132114,2017-05-16 05:00:00,4200.7,N.Y.C.
132128,2017-05-16 06:00:00,4713.4,N.Y.C.
132139,2017-05-16 07:00:00,5299.4,N.Y.C.
132150,2017-05-16 08:00:00,5714.7,N.Y.C.
132161,2017-05-16 09:00:00,5976.5,N.Y.C.
132172,2017-05-16 10:00:00,6098.9,N.Y.C.
132183,2017-05-16 11:00:00,6182.6,N.Y.C.
132194,2017-05-16 12:00:00,6251.1,N.Y.C.
132205,2017-05-16 13:00:00,6334.1,N.Y.C.
132216,2017-05-16 14:00:00,6400.6,N.Y.C.
132227,2017-05-16 15:00:00,6489.8,N.Y.C.
132238,2017-05-16 16:00:00,6592.1,N.Y.C.
132249,2017-05-16 17:00:00,6538.2,N.Y.C.
132260,2017-05-16 18:00:00,6296.8,N.Y.C.
132273,2017-05-16 19:00:00,6118.1,N.Y.C.
132282,2017-05-16 20:00:00,6046.5,N.Y.C.
132293,2017-05-16 21:00:00,5881.4,N.Y.C.
132304,2017-05-16 22:00:00,5535.4,N.Y.C.
132315,2017-05-16 23:00:00,5098.0,N.Y.C.
132326,2017-05-17 00:00:00,4682.8,N.Y.C.
132337,2017-05-17 01:00:00,4421.3,N.Y.C.
132348,2017-05-17 02:00:00,4252.2,N.Y.C.
132359,2017-05-17 03:00:00,4168.8,N.Y.C.
132370,2017-05-17 04:00:00,4188.9,N.Y.C.
132381,2017-05-17 05:00:00,4425.4,N.Y.C.
132392,2017-05-17 06:00:00,4992.8,N.Y.C.
132403,2017-05-17 07:00:00,5661.6,N.Y.C.
132414,2017-05-17 08:00:00,6139.6,N.Y.C.
132425,2017-05-17 09:00:00,6487.8,N.Y.C.
132436,2017-05-17 10:00:00,6719.5,N.Y.C.
132446,2017-05-17 11:00:00,6959.2,N.Y.C.
132458,2017-05-17 12:00:00,7159.8,N.Y.C.
132469,2017-05-17 13:00:00,7373.6,N.Y.C.
132480,2017-05-17 14:00:00,7533.8,N.Y.C.
132491,2017-05-17 15:00:00,7733.7,N.Y.C.
132502,2017-05-17 16:00:00,7903.4,N.Y.C.
132513,2017-05-17 17:00:00,7926.3,N.Y.C.
132523,2017-05-17 18:00:00,7672.6,N.Y.C.
132528,2017-05-17 19:00:00,7454.8,N.Y.C.
132546,2017-05-17 20:00:00,7347.9,N.Y.C.
132557,2017-05-17 21:00:00,7202.3,N.Y.C.
132568,2017-05-17 22:00:00,6838.1,N.Y.C.
132579,2017-05-17 23:00:00,6354.3,N.Y.C.
132590,2017-05-18 00:00:00,5888.6,N.Y.C.
132601,2017-05-18 01:00:00,5564.0,N.Y.C.
132612,2017-05-18 02:00:00,5359.3,N.Y.C.
132623,2017-05-18 03:00:00,5253.1,N.Y.C.
132634,2017-05-18 04:00:00,5245.6,N.Y.C.
132645,2017-05-18 05:00:00,5480.6,N.Y.C.
132656,2017-05-18 06:00:00,6096.5,N.Y.C.
132667,2017-05-18 07:00:00,6830.4,N.Y.C.
132678,2017-05-18 08:00:00,7445.4,N.Y.C.
132689,2017-05-18 09:00:00,7923.5,N.Y.C.
132700,2017-05-18 10:00:00,8245.5,N.Y.C.
132711,2017-05-18 11:00:00,8481.5,N.Y.C.
132722,2017-05-18 12:00:00,8648.7,N.Y.C.
132733,2017-05-18 13:00:00,8783.7,N.Y.C.
132744,2017-05-18 14:00:00,8884.0,N.Y.C.
132755,2017-05-18 15:00:00,9044.0,N.Y.C.
132766,2017-05-18 16:00:00,9138.6,N.Y.C.
132777,2017-05-18 17:00:00,9079.2,N.Y.C.
132788,2017-05-18 18:00:00,8778.2,N.Y.C.
132799,2017-05-18 19:00:00,8522.8,N.Y.C.
132810,2017-05-18 20:00:00,8366.3,N.Y.C.
132821,2017-05-18 21:00:00,8208.7,N.Y.C.
132832,2017-05-18 22:00:00,7809.4,N.Y.C.
132843,2017-05-18 23:00:00,7262.5,N.Y.C.
132854,2017-05-19 00:00:00,6738.8,N.Y.C.
132865,2017-05-19 01:00:00,6380.1,N.Y.C.
132876,2017-05-19 02:00:00,6136.1,N.Y.C.
132887,2017-05-19 03:00:00,5991.1,N.Y.C.
132898,2017-05-19 04:00:00,5967.7,N.Y.C.
132909,2017-05-19 05:00:00,6160.7,N.Y.C.
132920,2017-05-19 06:00:00,6750.5,N.Y.C.
132931,2017-05-19 07:00:00,7463.9,N.Y.C.
132942,2017-05-19 08:00:00,8045.2,N.Y.C.
132953,2017-05-19 09:00:00,8461.4,N.Y.C.
132964,2017-05-19 10:00:00,8763.1,N.Y.C.
132975,2017-05-19 11:00:00,8977.8,N.Y.C.
132986,2017-05-19 12:00:00,9139.6,N.Y.C.
132997,2017-05-19 13:00:00,9267.9,N.Y.C.
133008,2017-05-19 14:00:00,9372.8,N.Y.C.
133019,2017-05-19 15:00:00,9481.4,N.Y.C.
133030,2017-05-19 16:00:00,9485.8,N.Y.C.
133041,2017-05-19 17:00:00,9417.6,N.Y.C.
133052,2017-05-19 18:00:00,9064.8,N.Y.C.
133063,2017-05-19 19:00:00,8778.7,N.Y.C.
133074,2017-05-19 20:00:00,8493.2,N.Y.C.
133085,2017-05-19 21:00:00,8060.2,N.Y.C.
133096,2017-05-19 22:00:00,7538.8,N.Y.C.
133107,2017-05-19 23:00:00,6829.9,N.Y.C.
133118,2017-05-20 00:00:00,6176.0,N.Y.C.
133129,2017-05-20 01:00:00,5736.1,N.Y.C.
133140,2017-05-20 02:00:00,5408.0,N.Y.C.
133151,2017-05-20 03:00:00,5174.6,N.Y.C.
133162,2017-05-20 04:00:00,5041.8,N.Y.C.
133173,2017-05-20 05:00:00,4975.4,N.Y.C.
133184,2017-05-20 06:00:00,5012.5,N.Y.C.
133195,2017-05-20 07:00:00,5179.0,N.Y.C.
133206,2017-05-20 08:00:00,5397.5,N.Y.C.
133217,2017-05-20 09:00:00,5527.5,N.Y.C.
133228,2017-05-20 10:00:00,5665.6,N.Y.C.
133239,2017-05-20 11:00:00,5707.7,N.Y.C.
133250,2017-05-20 12:00:00,5703.6,N.Y.C.
133261,2017-05-20 13:00:00,5632.0,N.Y.C.
133272,2017-05-20 14:00:00,5565.4,N.Y.C.
133283,2017-05-20 15:00:00,5538.5,N.Y.C.
133294,2017-05-20 16:00:00,5508.8,N.Y.C.
133305,2017-05-20 17:00:00,5469.1,N.Y.C.
133316,2017-05-20 18:00:00,5427.5,N.Y.C.
133323,2017-05-20 19:00:00,5359.4,N.Y.C.
133338,2017-05-20 20:00:00,5404.7,N.Y.C.
133349,2017-05-20 21:00:00,5351.6,N.Y.C.
133360,2017-05-20 22:00:00,5169.8,N.Y.C.
133371,2017-05-20 23:00:00,4914.1,N.Y.C.
133382,2017-05-21 00:00:00,4636.0,N.Y.C.
133393,2017-05-21 01:00:00,4399.0,N.Y.C.
133404,2017-05-21 02:00:00,4239.2,N.Y.C.
133415,2017-05-21 03:00:00,4135.7,N.Y.C.
133426,2017-05-21 04:00:00,4078.9,N.Y.C.
133437,2017-05-21 05:00:00,4060.5,N.Y.C.
133448,2017-05-21 06:00:00,4140.8,N.Y.C.
133459,2017-05-21 07:00:00,4360.8,N.Y.C.
133470,2017-05-21 08:00:00,4635.4,N.Y.C.
133481,2017-05-21 09:00:00,4879.4,N.Y.C.
133492,2017-05-21 10:00:00,5086.8,N.Y.C.
133503,2017-05-21 11:00:00,5206.8,N.Y.C.
133514,2017-05-21 12:00:00,5244.9,N.Y.C.
133525,2017-05-21 13:00:00,5237.0,N.Y.C.
133536,2017-05-21 14:00:00,5194.1,N.Y.C.
133547,2017-05-21 15:00:00,5192.6,N.Y.C.
133558,2017-05-21 16:00:00,5204.5,N.Y.C.
133569,2017-05-21 17:00:00,5254.0,N.Y.C.
133580,2017-05-21 18:00:00,5255.5,N.Y.C.
133591,2017-05-21 19:00:00,5247.4,N.Y.C.
133602,2017-05-21 20:00:00,5337.4,N.Y.C.
133613,2017-05-21 21:00:00,5269.3,N.Y.C.
133624,2017-05-21 22:00:00,5041.1,N.Y.C.
133635,2017-05-21 23:00:00,4723.0,N.Y.C.
133646,2017-05-22 00:00:00,4432.5,N.Y.C.
133657,2017-05-22 01:00:00,4232.7,N.Y.C.
133668,2017-05-22 02:00:00,4115.7,N.Y.C.
133679,2017-05-22 03:00:00,4066.2,N.Y.C.
133690,2017-05-22 04:00:00,4108.4,N.Y.C.
133701,2017-05-22 05:00:00,4351.6,N.Y.C.
133712,2017-05-22 06:00:00,4850.6,N.Y.C.
133723,2017-05-22 07:00:00,5435.5,N.Y.C.
133734,2017-05-22 08:00:00,5841.3,N.Y.C.
133745,2017-05-22 09:00:00,6069.0,N.Y.C.
133756,2017-05-22 10:00:00,6192.2,N.Y.C.
133767,2017-05-22 11:00:00,6257.4,N.Y.C.
133778,2017-05-22 12:00:00,6304.3,N.Y.C.
133789,2017-05-22 13:00:00,6321.6,N.Y.C.
133800,2017-05-22 14:00:00,6319.9,N.Y.C.
133811,2017-05-22 15:00:00,6353.2,N.Y.C.
133822,2017-05-22 16:00:00,6369.2,N.Y.C.
133833,2017-05-22 17:00:00,6341.6,N.Y.C.
133844,2017-05-22 18:00:00,6166.1,N.Y.C.
133855,2017-05-22 19:00:00,6016.4,N.Y.C.
133866,2017-05-22 20:00:00,5929.7,N.Y.C.
133877,2017-05-22 21:00:00,5725.0,N.Y.C.
133888,2017-05-22 22:00:00,5379.7,N.Y.C.
133899,2017-05-22 23:00:00,4955.8,N.Y.C.
133910,2017-05-23 00:00:00,4575.1,N.Y.C.
133921,2017-05-23 01:00:00,4336.5,N.Y.C.
133932,2017-05-23 02:00:00,4191.9,N.Y.C.
133943,2017-05-23 03:00:00,4135.2,N.Y.C.
133949,2017-05-23 04:00:00,4152.3,N.Y.C.
133965,2017-05-23 05:00:00,4347.5,N.Y.C.
133976,2017-05-23 06:00:00,4858.9,N.Y.C.
133987,2017-05-23 07:00:00,5456.0,N.Y.C.
