,Date,Load_megawatthours,Zone
8,2016-01-01 08:00:00,4607.1,N.Y.C.
19,2016-01-01 09:00:00,4797.0,N.Y.C.
30,2016-01-01 10:00:00,4968.4,N.Y.C.
41,2016-01-01 11:00:00,5096.0,N.Y.C.
49,2016-01-01 12:00:00,5209.4,N.Y.C.
63,2016-01-01 13:00:00,5256.4,N.Y.C.
74,2016-01-01 14:00:00,5348.7,N.Y.C.
85,2016-01-01 15:00:00,5394.0,N.Y.C.
96,2016-01-01 16:00:00,5508.8,N.Y.C.
107,2016-01-01 17:00:00,5733.2,N.Y.C.
118,2016-01-01 18:00:00,5751.5,N.Y.C.
129,2016-01-01 19:00:00,5699.7,N.Y.C.
140,2016-01-01 20:00:00,5606.4,N.Y.C.
151,2016-01-01 21:00:00,5501.3,N.Y.C.
162,2016-01-01 22:00:00,5319.0,N.Y.C.
173,2016-01-01 23:00:00,5066.5,N.Y.C.
184,2016-01-02 00:00:00,4808.3,N.Y.C.
195,2016-01-02 01:00:00,4593.7,N.Y.C.
206,2016-01-02 02:00:00,4431.0,N.Y.C.
217,2016-01-02 03:00:00,4337.0,N.Y.C.
228,2016-01-02 04:00:00,4307.4,N.Y.C.
239,2016-01-02 05:00:00,4375.1,N.Y.C.
250,2016-01-02 06:00:00,4529.6,N.Y.C.
261,2016-01-02 07:00:00,4692.7,N.Y.C.
272,2016-01-02 08:00:00,4939.8,N.Y.C.
283,2016-01-02 09:00:00,5191.1,N.Y.C.
294,2016-01-02 10:00:00,5366.3,N.Y.C.
305,2016-01-02 11:00:00,5464.3,N.Y.C.
316,2016-01-02 12:00:00,5488.8,N.Y.C.
327,2016-01-02 13:00:00,5457.8,N.Y.C.
338,2016-01-02 14:00:00,5451.5,N.Y.C.
349,2016-01-02 15:00:00,5463.2,N.Y.C.
360,2016-01-02 16:00:00,5633.5,N.Y.C.
371,2016-01-02 17:00:00,5890.9,N.Y.C.
382,2016-01-02 18:00:00,5915.5,N.Y.C.
393,2016-01-02 19:00:00,5851.5,N.Y.C.
404,2016-01-02 20:00:00,5741.7,N.Y.C.
415,2016-01-02 21:00:00,5622.7,N.Y.C.
426,2016-01-02 22:00:00,5419.1,N.Y.C.
437,2016-01-02 23:00:00,5169.2,N.Y.C.
448,2016-01-03 00:00:00,4887.1,N.Y.C.
459,2016-01-03 01:00:00,4638.8,N.Y.C.
470,2016-01-03 02:00:00,4462.2,N.Y.C.
481,2016-01-03 03:00:00,4354.7,N.Y.C.
492,2016-01-03 04:00:00,4316.9,N.Y.C.
503,2016-01-03 05:00:00,4353.7,N.Y.C.
514,2016-01-03 06:00:00,4456.0,N.Y.C.
525,2016-01-03 07:00:00,4573.2,N.Y.C.
536,2016-01-03 08:00:00,4788.9,N.Y.C.
547,2016-01-03 09:00:00,4987.1,N.Y.C.
558,2016-01-03 10:00:00,5166.3,N.Y.C.
569,2016-01-03 11:00:00,5280.5,N.Y.C.
580,2016-01-03 12:00:00,5334.3,N.Y.C.
591,2016-01-03 13:00:00,5363.6,N.Y.C.
602,2016-01-03 14:00:00,5398.2,N.Y.C.
613,2016-01-03 15:00:00,5434.4,N.Y.C.
624,2016-01-03 16:00:00,5611.8,N.Y.C.
635,2016-01-03 17:00:00,5902.3,N.Y.C.
646,2016-01-03 18:00:00,5953.6,N.Y.C.
657,2016-01-03 19:00:00,5914.9,N.Y.C.
668,2016-01-03 20:00:00,5831.3,N.Y.C.
679,2016-01-03 21:00:00,5645.4,N.Y.C.
690,2016-01-03 22:00:00,5374.4,N.Y.C.
701,2016-01-03 23:00:00,5029.2,N.Y.C.
712,2016-01-04 00:00:00,4731.1,N.Y.C.
723,2016-01-04 01:00:00,4525.4,N.Y.C.
734,2016-01-04 02:00:00,4391.1,N.Y.C.
745,2016-01-04 03:00:00,4357.4,N.Y.C.
756,2016-01-04 04:00:00,4413.2,N.Y.C.
767,2016-01-04 05:00:00,4695.1,N.Y.C.
778,2016-01-04 06:00:00,5277.0,N.Y.C.
789,2016-01-04 07:00:00,5853.6,N.Y.C.
800,2016-01-04 08:00:00,6211.6,N.Y.C.
811,2016-01-04 09:00:00,6475.4,N.Y.C.
822,2016-01-04 10:00:00,6543.2,N.Y.C.
833,2016-01-04 11:00:00,6575.4,N.Y.C.
844,2016-01-04 12:00:00,6600.7,N.Y.C.
852,2016-01-04 13:00:00,6615.4,N.Y.C.
866,2016-01-04 14:00:00,6624.4,N.Y.C.
877,2016-01-04 15:00:00,6691.3,N.Y.C.
888,2016-01-04 16:00:00,6892.5,N.Y.C.
899,2016-01-04 17:00:00,7167.2,N.Y.C.
910,2016-01-04 18:00:00,7102.6,N.Y.C.
921,2016-01-04 19:00:00,6991.5,N.Y.C.
932,2016-01-04 20:00:00,6816.4,N.Y.C.
943,2016-01-04 21:00:00,6590.6,N.Y.C.
954,2016-01-04 22:00:00,6229.1,N.Y.C.
965,2016-01-04 23:00:00,5796.2,N.Y.C.
976,2016-01-05 00:00:00,5412.6,N.Y.C.
987,2016-01-05 01:00:00,5185.7,N.Y.C.
998,2016-01-05 02:00:00,5049.4,N.Y.C.
1009,2016-01-05 03:00:00,4994.9,N.Y.C.
1020,2016-01-05 04:00:00,5046.7,N.Y.C.
1031,2016-01-05 05:00:00,5301.3,N.Y.C.
1042,2016-01-05 06:00:00,5828.0,N.Y.C.
1053,2016-01-05 07:00:00,6360.0,N.Y.C.
1064,2016-01-05 08:00:00,6704.4,N.Y.C.
1075,2016-01-05 09:00:00,6929.1,N.Y.C.
1086,2016-01-05 10:00:00,7024.8,N.Y.C.
1097,2016-01-05 11:00:00,7029.7,N.Y.C.
1108,2016-01-05 12:00:00,7018.0,N.Y.C.
1119,2016-01-05 13:00:00,7005.9,N.Y.C.
1130,2016-01-05 14:00:00,6970.5,N.Y.C.
1141,2016-01-05 15:00:00,6991.5,N.Y.C.
1152,2016-01-05 16:00:00,7105.0,N.Y.C.
1163,2016-01-05 17:00:00,7297.1,N.Y.C.
1174,2016-01-05 18:00:00,7186.2,N.Y.C.
1185,2016-01-05 19:00:00,7038.5,N.Y.C.
1196,2016-01-05 20:00:00,6832.4,N.Y.C.
1207,2016-01-05 21:00:00,6556.7,N.Y.C.
1218,2016-01-05 22:00:00,6166.7,N.Y.C.
1229,2016-01-05 23:00:00,5703.7,N.Y.C.
1240,2016-01-06 00:00:00,5303.9,N.Y.C.
1251,2016-01-06 01:00:00,5060.4,N.Y.C.
1262,2016-01-06 02:00:00,4911.2,N.Y.C.
1273,2016-01-06 03:00:00,4851.6,N.Y.C.
1284,2016-01-06 04:00:00,4888.2,N.Y.C.
1295,2016-01-06 05:00:00,5144.2,N.Y.C.
1306,2016-01-06 06:00:00,5686.8,N.Y.C.
1317,2016-01-06 07:00:00,6238.1,N.Y.C.
1328,2016-01-06 08:00:00,6520.3,N.Y.C.
1339,2016-01-06 09:00:00,6695.7,N.Y.C.
1350,2016-01-06 10:00:00,6746.4,N.Y.C.
1361,2016-01-06 11:00:00,6754.9,N.Y.C.
1372,2016-01-06 12:00:00,6725.4,N.Y.C.
1383,2016-01-06 13:00:00,6688.7,N.Y.C.
1394,2016-01-06 14:00:00,6653.5,N.Y.C.
1405,2016-01-06 15:00:00,6682.0,N.Y.C.
1416,2016-01-06 16:00:00,6806.3,N.Y.C.
1427,2016-01-06 17:00:00,7034.6,N.Y.C.
1438,2016-01-06 18:00:00,6898.2,N.Y.C.
1449,2016-01-06 19:00:00,6729.7,N.Y.C.
1460,2016-01-06 20:00:00,6534.7,N.Y.C.
1471,2016-01-06 21:00:00,6277.6,N.Y.C.
1482,2016-01-06 22:00:00,5892.6,N.Y.C.
1493,2016-01-06 23:00:00,5451.5,N.Y.C.
1504,2016-01-07 00:00:00,5064.5,N.Y.C.
1515,2016-01-07 01:00:00,4814.4,N.Y.C.
1526,2016-01-07 02:00:00,4680.1,N.Y.C.
1537,2016-01-07 03:00:00,4624.9,N.Y.C.
1548,2016-01-07 04:00:00,4669.3,N.Y.C.
1559,2016-01-07 05:00:00,4927.0,N.Y.C.
1570,2016-01-07 06:00:00,5488.2,N.Y.C.
1581,2016-01-07 07:00:00,6044.5,N.Y.C.
1592,2016-01-07 08:00:00,6317.1,N.Y.C.
1603,2016-01-07 09:00:00,6490.9,N.Y.C.
1614,2016-01-07 10:00:00,6541.4,N.Y.C.
1625,2016-01-07 11:00:00,6547.0,N.Y.C.
1636,2016-01-07 12:00:00,6542.8,N.Y.C.
1647,2016-01-07 13:00:00,6530.9,N.Y.C.
1658,2016-01-07 14:00:00,6508.5,N.Y.C.
1669,2016-01-07 15:00:00,6536.7,N.Y.C.
1680,2016-01-07 16:00:00,6648.8,N.Y.C.
1691,2016-01-07 17:00:00,6843.3,N.Y.C.
1702,2016-01-07 18:00:00,6697.7,N.Y.C.
1714,2016-01-07 19:00:00,6513.3,N.Y.C.
1724,2016-01-07 20:00:00,6302.4,N.Y.C.
1735,2016-01-07 21:00:00,6065.9,N.Y.C.
1746,2016-01-07 22:00:00,5697.2,N.Y.C.
1757,2016-01-07 23:00:00,5275.4,N.Y.C.
1768,2016-01-08 00:00:00,4894.8,N.Y.C.
1779,2016-01-08 01:00:00,4663.7,N.Y.C.
1790,2016-01-08 02:00:00,4534.9,N.Y.C.
1801,2016-01-08 03:00:00,4426.6,N.Y.C.
1812,2016-01-08 04:00:00,4486.8,N.Y.C.
1823,2016-01-08 05:00:00,4799.6,N.Y.C.
1834,2016-01-08 06:00:00,5368.7,N.Y.C.
1845,2016-01-08 07:00:00,5903.4,N.Y.C.
1856,2016-01-08 08:00:00,6215.5,N.Y.C.
1867,2016-01-08 09:00:00,6406.6,N.Y.C.
1878,2016-01-08 10:00:00,6470.5,N.Y.C.
1889,2016-01-08 11:00:00,6489.1,N.Y.C.
1900,2016-01-08 12:00:00,6481.4,N.Y.C.
1911,2016-01-08 13:00:00,6461.5,N.Y.C.
1922,2016-01-08 14:00:00,6437.6,N.Y.C.
1933,2016-01-08 15:00:00,6498.0,N.Y.C.
1944,2016-01-08 16:00:00,6627.2,N.Y.C.
1955,2016-01-08 17:00:00,6737.8,N.Y.C.
1966,2016-01-08 18:00:00,6554.8,N.Y.C.
1977,2016-01-08 19:00:00,6356.9,N.Y.C.
1988,2016-01-08 20:00:00,6123.9,N.Y.C.
1999,2016-01-08 21:00:00,5899.3,N.Y.C.
2010,2016-01-08 22:00:00,5602.8,N.Y.C.
2021,2016-01-08 23:00:00,5219.0,N.Y.C.
2032,2016-01-09 00:00:00,4839.8,N.Y.C.
2043,2016-01-09 01:00:00,4533.9,N.Y.C.
2054,2016-01-09 02:00:00,4385.8,N.Y.C.
2065,2016-01-09 03:00:00,4348.4,N.Y.C.
2076,2016-01-09 04:00:00,4344.0,N.Y.C.
2087,2016-01-09 05:00:00,4469.1,N.Y.C.
2098,2016-01-09 06:00:00,4645.2,N.Y.C.
2109,2016-01-09 07:00:00,4872.9,N.Y.C.
2120,2016-01-09 08:00:00,5135.4,N.Y.C.
2131,2016-01-09 09:00:00,5389.8,N.Y.C.
2142,2016-01-09 10:00:00,5573.0,N.Y.C.
2153,2016-01-09 11:00:00,5702.5,N.Y.C.
2164,2016-01-09 12:00:00,5736.9,N.Y.C.
2175,2016-01-09 13:00:00,5712.3,N.Y.C.
2186,2016-01-09 14:00:00,5686.8,N.Y.C.
2197,2016-01-09 15:00:00,5714.7,N.Y.C.
2208,2016-01-09 16:00:00,5800.8,N.Y.C.
2219,2016-01-09 17:00:00,5955.5,N.Y.C.
2230,2016-01-09 18:00:00,5933.0,N.Y.C.
2241,2016-01-09 19:00:00,5843.0,N.Y.C.
2252,2016-01-09 20:00:00,5687.5,N.Y.C.
2263,2016-01-09 21:00:00,5549.7,N.Y.C.
2274,2016-01-09 22:00:00,5360.6,N.Y.C.
2285,2016-01-09 23:00:00,5093.8,N.Y.C.
2296,2016-01-10 00:00:00,4809.6,N.Y.C.
2307,2016-01-10 01:00:00,4559.3,N.Y.C.
2318,2016-01-10 02:00:00,4397.0,N.Y.C.
2329,2016-01-10 03:00:00,4306.6,N.Y.C.
2340,2016-01-10 04:00:00,4278.7,N.Y.C.
2351,2016-01-10 05:00:00,4347.6,N.Y.C.
2362,2016-01-10 06:00:00,4471.3,N.Y.C.
2373,2016-01-10 07:00:00,4625.6,N.Y.C.
2384,2016-01-10 08:00:00,4876.3,N.Y.C.
2395,2016-01-10 09:00:00,5112.5,N.Y.C.
2406,2016-01-10 10:00:00,5345.2,N.Y.C.
2417,2016-01-10 11:00:00,5481.2,N.Y.C.
2428,2016-01-10 12:00:00,5547.6,N.Y.C.
2439,2016-01-10 13:00:00,5530.8,N.Y.C.
2450,2016-01-10 14:00:00,5514.0,N.Y.C.
2461,2016-01-10 15:00:00,5544.0,N.Y.C.
2472,2016-01-10 16:00:00,5647.6,N.Y.C.
2483,2016-01-10 17:00:00,5834.5,N.Y.C.
2494,2016-01-10 18:00:00,5881.3,N.Y.C.
2505,2016-01-10 19:00:00,5826.7,N.Y.C.
2516,2016-01-10 20:00:00,5729.0,N.Y.C.
2527,2016-01-10 21:00:00,5560.5,N.Y.C.
2538,2016-01-10 22:00:00,5301.7,N.Y.C.
2549,2016-01-10 23:00:00,4975.4,N.Y.C.
2560,2016-01-11 00:00:00,4703.7,N.Y.C.
2571,2016-01-11 01:00:00,4524.8,N.Y.C.
2582,2016-01-11 02:00:00,4361.9,N.Y.C.
2593,2016-01-11 03:00:00,4309.1,N.Y.C.
2604,2016-01-11 04:00:00,4424.6,N.Y.C.
2615,2016-01-11 05:00:00,4742.3,N.Y.C.
2626,2016-01-11 06:00:00,5320.1,N.Y.C.
2637,2016-01-11 07:00:00,5917.2,N.Y.C.
2643,2016-01-11 08:00:00,6244.4,N.Y.C.
2659,2016-01-11 09:00:00,6447.4,N.Y.C.
2670,2016-01-11 10:00:00,6554.3,N.Y.C.
2681,2016-01-11 11:00:00,6591.3,N.Y.C.
2692,2016-01-11 12:00:00,6598.6,N.Y.C.
2703,2016-01-11 13:00:00,6591.1,N.Y.C.
2714,2016-01-11 14:00:00,6570.5,N.Y.C.
2725,2016-01-11 15:00:00,6611.1,N.Y.C.
2736,2016-01-11 16:00:00,6740.6,N.Y.C.
2747,2016-01-11 17:00:00,6991.0,N.Y.C.
2758,2016-01-11 18:00:00,6892.3,N.Y.C.
2769,2016-01-11 19:00:00,6752.7,N.Y.C.
2780,2016-01-11 20:00:00,6558.4,N.Y.C.
2791,2016-01-11 21:00:00,6285.7,N.Y.C.
2802,2016-01-11 22:00:00,5924.1,N.Y.C.
2813,2016-01-11 23:00:00,5488.9,N.Y.C.
2824,2016-01-12 00:00:00,5114.2,N.Y.C.
2835,2016-01-12 01:00:00,4809.9,N.Y.C.
2846,2016-01-12 02:00:00,4650.3,N.Y.C.
2857,2016-01-12 03:00:00,4587.3,N.Y.C.
2868,2016-01-12 04:00:00,4663.1,N.Y.C.
2879,2016-01-12 05:00:00,4968.5,N.Y.C.
2890,2016-01-12 06:00:00,5536.6,N.Y.C.
2901,2016-01-12 07:00:00,6092.8,N.Y.C.
2912,2016-01-12 08:00:00,6393.5,N.Y.C.
2923,2016-01-12 09:00:00,6567.9,N.Y.C.
2934,2016-01-12 10:00:00,6622.1,N.Y.C.
2945,2016-01-12 11:00:00,6666.5,N.Y.C.
2956,2016-01-12 12:00:00,6665.0,N.Y.C.
2967,2016-01-12 13:00:00,6648.6,N.Y.C.
2978,2016-01-12 14:00:00,6643.7,N.Y.C.
2989,2016-01-12 15:00:00,6706.5,N.Y.C.
3000,2016-01-12 16:00:00,6847.1,N.Y.C.
3011,2016-01-12 17:00:00,6985.4,N.Y.C.
3022,2016-01-12 18:00:00,6818.3,N.Y.C.
3033,2016-01-12 19:00:00,6634.9,N.Y.C.
3044,2016-01-12 20:00:00,6399.4,N.Y.C.
3055,2016-01-12 21:00:00,6188.4,N.Y.C.
3066,2016-01-12 22:00:00,5858.5,N.Y.C.
3077,2016-01-12 23:00:00,5467.9,N.Y.C.
3088,2016-01-13 00:00:00,5114.3,N.Y.C.
3099,2016-01-13 01:00:00,4910.5,N.Y.C.
3110,2016-01-13 02:00:00,4763.8,N.Y.C.
3121,2016-01-13 03:00:00,4728.1,N.Y.C.
3132,2016-01-13 04:00:00,4757.7,N.Y.C.
3143,2016-01-13 05:00:00,5047.8,N.Y.C.
3154,2016-01-13 06:00:00,5642.8,N.Y.C.
3165,2016-01-13 07:00:00,6203.0,N.Y.C.
3176,2016-01-13 08:00:00,6529.9,N.Y.C.
3187,2016-01-13 09:00:00,6740.3,N.Y.C.
3198,2016-01-13 10:00:00,6835.4,N.Y.C.
3209,2016-01-13 11:00:00,6861.9,N.Y.C.
3220,2016-01-13 12:00:00,6852.0,N.Y.C.
3231,2016-01-13 13:00:00,6844.0,N.Y.C.
3242,2016-01-13 14:00:00,6811.7,N.Y.C.
3253,2016-01-13 15:00:00,6845.2,N.Y.C.
3264,2016-01-13 16:00:00,6984.4,N.Y.C.
3275,2016-01-13 17:00:00,7216.0,N.Y.C.
3286,2016-01-13 18:00:00,7116.2,N.Y.C.
3297,2016-01-13 19:00:00,6947.6,N.Y.C.
3308,2016-01-13 20:00:00,6756.0,N.Y.C.
3319,2016-01-13 21:00:00,6485.2,N.Y.C.
3330,2016-01-13 22:00:00,6114.0,N.Y.C.
3341,2016-01-13 23:00:00,5680.4,N.Y.C.
3352,2016-01-14 00:00:00,5298.3,N.Y.C.
3363,2016-01-14 01:00:00,5031.8,N.Y.C.
3374,2016-01-14 02:00:00,4873.3,N.Y.C.
3385,2016-01-14 03:00:00,4807.2,N.Y.C.
3396,2016-01-14 04:00:00,4838.3,N.Y.C.
3407,2016-01-14 05:00:00,5110.4,N.Y.C.
3418,2016-01-14 06:00:00,5686.2,N.Y.C.
3429,2016-01-14 07:00:00,6259.6,N.Y.C.
3440,2016-01-14 08:00:00,6560.7,N.Y.C.
3451,2016-01-14 09:00:00,6750.4,N.Y.C.
3462,2016-01-14 10:00:00,6809.8,N.Y.C.
3473,2016-01-14 11:00:00,6849.8,N.Y.C.
3484,2016-01-14 12:00:00,6816.3,N.Y.C.
3495,2016-01-14 13:00:00,6790.2,N.Y.C.
3506,2016-01-14 14:00:00,6741.4,N.Y.C.
3517,2016-01-14 15:00:00,6789.6,N.Y.C.
3528,2016-01-14 16:00:00,6917.4,N.Y.C.
3539,2016-01-14 17:00:00,7050.2,N.Y.C.
3550,2016-01-14 18:00:00,6888.0,N.Y.C.
3561,2016-01-14 19:00:00,6677.5,N.Y.C.
3572,2016-01-14 20:00:00,6452.8,N.Y.C.
3583,2016-01-14 21:00:00,6199.5,N.Y.C.
3594,2016-01-14 22:00:00,5828.3,N.Y.C.
3605,2016-01-14 23:00:00,5386.3,N.Y.C.
3616,2016-01-15 00:00:00,5020.4,N.Y.C.
3627,2016-01-15 01:00:00,4780.3,N.Y.C.
3638,2016-01-15 02:00:00,4633.7,N.Y.C.
3649,2016-01-15 03:00:00,4580.6,N.Y.C.
3660,2016-01-15 04:00:00,4611.5,N.Y.C.
3671,2016-01-15 05:00:00,4856.0,N.Y.C.
3682,2016-01-15 06:00:00,5409.9,N.Y.C.
3693,2016-01-15 07:00:00,5940.5,N.Y.C.
3704,2016-01-15 08:00:00,6257.1,N.Y.C.
3715,2016-01-15 09:00:00,6431.9,N.Y.C.
3726,2016-01-15 10:00:00,6491.0,N.Y.C.
3737,2016-01-15 11:00:00,6499.2,N.Y.C.
3748,2016-01-15 12:00:00,6465.3,N.Y.C.
3759,2016-01-15 13:00:00,6435.7,N.Y.C.
3765,2016-01-15 14:00:00,6407.7,N.Y.C.
3781,2016-01-15 15:00:00,6434.1,N.Y.C.
3792,2016-01-15 16:00:00,6558.0,N.Y.C.
3803,2016-01-15 17:00:00,6677.8,N.Y.C.
3814,2016-01-15 18:00:00,6489.8,N.Y.C.
3825,2016-01-15 19:00:00,6273.9,N.Y.C.
3836,2016-01-15 20:00:00,6050.2,N.Y.C.
3847,2016-01-15 21:00:00,5810.4,N.Y.C.
3858,2016-01-15 22:00:00,5513.7,N.Y.C.
3869,2016-01-15 23:00:00,5159.6,N.Y.C.
3880,2016-01-16 00:00:00,4829.3,N.Y.C.
3891,2016-01-16 01:00:00,4598.4,N.Y.C.
3902,2016-01-16 02:00:00,4464.5,N.Y.C.
3913,2016-01-16 03:00:00,4385.3,N.Y.C.
3924,2016-01-16 04:00:00,4343.9,N.Y.C.
3935,2016-01-16 05:00:00,4403.7,N.Y.C.
3946,2016-01-16 06:00:00,4578.2,N.Y.C.
3957,2016-01-16 07:00:00,4790.0,N.Y.C.
3968,2016-01-16 08:00:00,5086.2,N.Y.C.
3979,2016-01-16 09:00:00,5340.5,N.Y.C.
3990,2016-01-16 10:00:00,5502.9,N.Y.C.
4001,2016-01-16 11:00:00,5580.7,N.Y.C.
4012,2016-01-16 12:00:00,5571.2,N.Y.C.
4023,2016-01-16 13:00:00,5543.7,N.Y.C.
4034,2016-01-16 14:00:00,5516.1,N.Y.C.
4045,2016-01-16 15:00:00,5531.4,N.Y.C.
4056,2016-01-16 16:00:00,5663.9,N.Y.C.
4067,2016-01-16 17:00:00,5839.9,N.Y.C.
4078,2016-01-16 18:00:00,5849.5,N.Y.C.
4089,2016-01-16 19:00:00,5765.4,N.Y.C.
4100,2016-01-16 20:00:00,5636.7,N.Y.C.
4111,2016-01-16 21:00:00,5490.8,N.Y.C.
4122,2016-01-16 22:00:00,5299.5,N.Y.C.
4133,2016-01-16 23:00:00,5049.7,N.Y.C.
4144,2016-01-17 00:00:00,4772.1,N.Y.C.
4155,2016-01-17 01:00:00,4551.1,N.Y.C.
4166,2016-01-17 02:00:00,4392.9,N.Y.C.
4177,2016-01-17 03:00:00,4335.2,N.Y.C.
4188,2016-01-17 04:00:00,4279.7,N.Y.C.
4199,2016-01-17 05:00:00,4341.7,N.Y.C.
4210,2016-01-17 06:00:00,4468.6,N.Y.C.
4221,2016-01-17 07:00:00,4616.4,N.Y.C.
4232,2016-01-17 08:00:00,4890.9,N.Y.C.
4243,2016-01-17 09:00:00,5158.0,N.Y.C.
4254,2016-01-17 10:00:00,5416.4,N.Y.C.
4265,2016-01-17 11:00:00,5581.9,N.Y.C.
4276,2016-01-17 12:00:00,5664.3,N.Y.C.
4287,2016-01-17 13:00:00,5698.0,N.Y.C.
4298,2016-01-17 14:00:00,5720.6,N.Y.C.
4309,2016-01-17 15:00:00,5776.6,N.Y.C.
4320,2016-01-17 16:00:00,5890.3,N.Y.C.
4331,2016-01-17 17:00:00,6071.4,N.Y.C.
4342,2016-01-17 18:00:00,6091.9,N.Y.C.
4353,2016-01-17 19:00:00,6023.9,N.Y.C.
4364,2016-01-17 20:00:00,5907.3,N.Y.C.
4375,2016-01-17 21:00:00,5762.8,N.Y.C.
4386,2016-01-17 22:00:00,5537.4,N.Y.C.
4397,2016-01-17 23:00:00,5232.5,N.Y.C.
4408,2016-01-18 00:00:00,4944.2,N.Y.C.
4419,2016-01-18 01:00:00,4753.6,N.Y.C.
4430,2016-01-18 02:00:00,4614.4,N.Y.C.
4441,2016-01-18 03:00:00,4554.2,N.Y.C.
4452,2016-01-18 04:00:00,4595.9,N.Y.C.
4463,2016-01-18 05:00:00,4802.5,N.Y.C.
4474,2016-01-18 06:00:00,5172.7,N.Y.C.
4485,2016-01-18 07:00:00,5556.9,N.Y.C.
4496,2016-01-18 08:00:00,5919.5,N.Y.C.
4507,2016-01-18 09:00:00,6203.7,N.Y.C.
4518,2016-01-18 10:00:00,6373.6,N.Y.C.
4529,2016-01-18 11:00:00,6454.5,N.Y.C.
4540,2016-01-18 12:00:00,6493.0,N.Y.C.
4551,2016-01-18 13:00:00,6501.3,N.Y.C.
4562,2016-01-18 14:00:00,6519.3,N.Y.C.
4573,2016-01-18 15:00:00,6573.7,N.Y.C.
4584,2016-01-18 16:00:00,6720.9,N.Y.C.
4595,2016-01-18 17:00:00,7003.6,N.Y.C.
4606,2016-01-18 18:00:00,6998.1,N.Y.C.
4617,2016-01-18 19:00:00,6884.4,N.Y.C.
4628,2016-01-18 20:00:00,6709.9,N.Y.C.
4639,2016-01-18 21:00:00,6475.8,N.Y.C.
4650,2016-01-18 22:00:00,6145.4,N.Y.C.
4661,2016-01-18 23:00:00,5726.3,N.Y.C.
4672,2016-01-19 00:00:00,5390.5,N.Y.C.
4683,2016-01-19 01:00:00,5195.7,N.Y.C.
4694,2016-01-19 02:00:00,5070.1,N.Y.C.
4705,2016-01-19 03:00:00,5024.8,N.Y.C.
4716,2016-01-19 04:00:00,5070.0,N.Y.C.
4727,2016-01-19 05:00:00,5323.7,N.Y.C.
4738,2016-01-19 06:00:00,5895.7,N.Y.C.
4749,2016-01-19 07:00:00,6459.3,N.Y.C.
4760,2016-01-19 08:00:00,6776.4,N.Y.C.
4771,2016-01-19 09:00:00,6983.8,N.Y.C.
4782,2016-01-19 10:00:00,7073.7,N.Y.C.
4793,2016-01-19 11:00:00,7110.4,N.Y.C.
4804,2016-01-19 12:00:00,7087.6,N.Y.C.
4815,2016-01-19 13:00:00,7073.0,N.Y.C.
4826,2016-01-19 14:00:00,7041.4,N.Y.C.
4837,2016-01-19 15:00:00,7063.9,N.Y.C.
4848,2016-01-19 16:00:00,7161.8,N.Y.C.
4859,2016-01-19 17:00:00,7361.7,N.Y.C.
4870,2016-01-19 18:00:00,7274.4,N.Y.C.
4881,2016-01-19 19:00:00,7107.7,N.Y.C.
4892,2016-01-19 20:00:00,6900.9,N.Y.C.
4903,2016-01-19 21:00:00,6625.8,N.Y.C.
4914,2016-01-19 22:00:00,6227.0,N.Y.C.
4925,2016-01-19 23:00:00,5760.8,N.Y.C.
4936,2016-01-20 00:00:00,5376.9,N.Y.C.
4947,2016-01-20 01:00:00,5106.6,N.Y.C.
4958,2016-01-20 02:00:00,4958.5,N.Y.C.
4969,2016-01-20 03:00:00,4895.5,N.Y.C.
4980,2016-01-20 04:00:00,4911.1,N.Y.C.
4991,2016-01-20 05:00:00,5160.8,N.Y.C.
5002,2016-01-20 06:00:00,5725.3,N.Y.C.
5013,2016-01-20 07:00:00,6254.4,N.Y.C.
5024,2016-01-20 08:00:00,6535.8,N.Y.C.
5035,2016-01-20 09:00:00,6714.0,N.Y.C.
5040,2016-01-20 10:00:00,6775.3,N.Y.C.
5057,2016-01-20 11:00:00,6774.7,N.Y.C.
5068,2016-01-20 12:00:00,6760.2,N.Y.C.
5079,2016-01-20 13:00:00,6722.8,N.Y.C.
5090,2016-01-20 14:00:00,6706.9,N.Y.C.
5101,2016-01-20 15:00:00,6732.9,N.Y.C.
5112,2016-01-20 16:00:00,6858.5,N.Y.C.
5123,2016-01-20 17:00:00,7048.8,N.Y.C.
5134,2016-01-20 18:00:00,6937.5,N.Y.C.
5145,2016-01-20 19:00:00,6756.6,N.Y.C.
5156,2016-01-20 20:00:00,6559.5,N.Y.C.
5167,2016-01-20 21:00:00,6303.0,N.Y.C.
5178,2016-01-20 22:00:00,5969.1,N.Y.C.
5189,2016-01-20 23:00:00,5536.3,N.Y.C.
5200,2016-01-21 00:00:00,5154.4,N.Y.C.
5211,2016-01-21 01:00:00,4894.6,N.Y.C.
5222,2016-01-21 02:00:00,4752.3,N.Y.C.
5233,2016-01-21 03:00:00,4676.1,N.Y.C.
5244,2016-01-21 04:00:00,4735.4,N.Y.C.
5255,2016-01-21 05:00:00,5006.4,N.Y.C.
5266,2016-01-21 06:00:00,5576.7,N.Y.C.
5277,2016-01-21 07:00:00,6150.5,N.Y.C.
5288,2016-01-21 08:00:00,6457.2,N.Y.C.
5299,2016-01-21 09:00:00,6670.6,N.Y.C.
5310,2016-01-21 10:00:00,6731.7,N.Y.C.
5321,2016-01-21 11:00:00,6745.2,N.Y.C.
5328,2016-01-21 12:00:00,6726.0,N.Y.C.
