Date,load_resid,load_avg
2020-01-01 00:00:00,-1.1558802604282123,4978.065476190477
2020-01-01 01:00:00,-0.4233795754058237,4802.625
2020-01-01 02:00:00,0.6609729463917582,4609.366666666667
2020-01-01 03:00:00,1.3448392738260044,4462.429166666667
2020-01-01 04:00:00,1.9206675019326647,4376.516666666666
2020-01-01 05:00:00,2.6088877378467794,4376.066666666667
2020-01-01 06:00:00,3.5245056317582026,4440.220833333333
2020-01-01 07:00:00,4.288223949106498,4508.7625
2020-01-01 08:00:00,4.191920285149418,4619.8
2020-01-01 09:00:00,4.335471115489145,4771.3
2020-01-01 10:00:00,3.2346723401096282,4939.1916666666675
2020-01-01 11:00:00,3.0217836897049737,5065.716666666667
2020-01-01 12:00:00,4.1578955443102,5160.1625
2020-01-01 13:00:00,5.09886168969438,5205.083333333333
2020-01-01 14:00:00,4.608142697231803,5259.620833333333
2020-01-01 15:00:00,4.739127293062795,5304.949999999999
2020-01-01 16:00:00,4.152711786615419,5437.9125
2020-01-01 17:00:00,2.990956754284122,5683.799999999999
2020-01-01 18:00:00,2.431258876394035,5726.799999999999
2020-01-01 19:00:00,2.5715971883753035,5676.433333333334
2020-01-01 20:00:00,2.4037163556687937,5602.262500000001
2020-01-01 21:00:00,2.0008895531961812,5508.383333333333
2020-01-01 22:00:00,1.1006702178207928,5331.6
2020-01-01 23:00:00,0.13830827997922931,5085.258333333333
2020-01-02 00:00:00,0.29271042939801023,4818.470833333333
2020-01-02 01:00:00,1.1371449249140384,4605.833333333334
2020-01-02 02:00:00,1.9923624393475559,4459.320833333333
2020-01-02 03:00:00,2.9140224223025823,4371.391666666666
2020-01-02 04:00:00,3.496763803214927,4387.866666666667
2020-01-02 05:00:00,4.338476120460584,4545.470833333333
2020-01-02 06:00:00,6.900144569243564,4870.791666666666
2020-01-02 07:00:00,8.867180549553899,5245.466666666667
2020-01-02 08:00:00,8.355413334616504,5541.716666666667
2020-01-02 09:00:00,6.433486188936471,5780.691666666666
2020-01-02 10:00:00,4.756993519874085,5922.595833333334
2020-01-02 11:00:00,3.41099260210684,6007.904166666666
2020-01-02 12:00:00,2.7485218224864507,6050.5250000000015
2020-01-02 13:00:00,2.501881770693153,6083.587500000001
2020-01-02 14:00:00,1.2826533286737607,6104.533333333333
2020-01-02 15:00:00,0.9450975606448851,6145.75
2020-01-02 16:00:00,0.050276073819834705,6292.63630952381
2020-01-02 17:00:00,-0.17275750923376743,6485.487500000001
2020-01-02 18:00:00,-0.7772398932535818,6421.7625
2020-01-02 19:00:00,-1.5474411574460087,6293.454166666666
2020-01-02 20:00:00,-2.1550619030293463,6126.854166666666
2020-01-02 21:00:00,-2.3563813187475335,5908.979761904762
2020-01-02 22:00:00,-2.349164918477995,5586.280952380952
2020-01-02 23:00:00,-2.135171661513417,5194.9375
2020-01-03 00:00:00,-2.454919067979537,4885.1625
2020-01-03 01:00:00,-2.1719119248802534,4644.141666666666
2020-01-03 02:00:00,-1.7406911431015706,4480.5
2020-01-03 03:00:00,-1.6511571153180236,4404.991666666667
2020-01-03 04:00:00,-1.903182455575296,4424.387499999999
2020-01-03 05:00:00,-2.2901146671353367,4646.783333333333
2020-01-03 06:00:00,-2.6680854929340017,5137.266666666667
2020-01-03 07:00:00,-3.4724510583580006,5690.025000000001
2020-01-03 08:00:00,-2.9981007609080965,6038.445833333333
2020-01-03 09:00:00,-2.6536654734010043,6246.862500000001
2020-01-03 10:00:00,-2.480612522849812,6348.0625
2020-01-03 11:00:00,-2.9025699831629,6416.870833333334
2020-01-03 12:00:00,-3.2456479690522384,6462.5
2020-01-03 13:00:00,-3.548004557768135,6461.4958333333325
2020-01-03 14:00:00,-3.5638631702219743,6439.874999999998
2020-01-03 15:00:00,-4.285156270076622,6485.566666666667
2020-01-03 16:00:00,-5.11800583399629,6614.9625
2020-01-03 17:00:00,-5.598834415079545,6752.383333333333
2020-01-03 18:00:00,-5.912911871354276,6607.291666666668
2020-01-03 19:00:00,-6.370947815614028,6441.741666666667
2020-01-03 20:00:00,-6.353361213908195,6231.9375
2020-01-03 21:00:00,-5.825267736941214,5982.6291666666675
2020-01-03 22:00:00,-4.77019660870512,5632.804166666668
2020-01-03 23:00:00,-3.008602494938647,5229.587500000001
2020-01-04 00:00:00,-2.005986070530678,4862.677976190476
2020-01-04 01:00:00,-1.687934606709592,4629.424999999999
2020-01-04 02:00:00,-1.9299206766356227,4494.7875
2020-01-04 03:00:00,-2.5371989857601904,4428.604166666666
2020-01-04 04:00:00,-3.6433966360009307,4453.033333333334
2020-01-04 05:00:00,-7.086012027048806,4674.879166666666
2020-01-04 06:00:00,-13.340560681619246,5188.625
2020-01-04 07:00:00,-17.879021015427508,5762.433333333333
2020-01-04 08:00:00,-18.878189026254848,6104.266666666666
2020-01-04 09:00:00,-18.070713833776846,6335.158333333334
2020-01-04 10:00:00,-15.990746337849545,6417.279166666666
2020-01-04 11:00:00,-14.676809221661202,6462.320833333333
2020-01-04 12:00:00,-14.408161483569943,6490.65
2020-01-04 13:00:00,-14.329376776316503,6475.5375
2020-01-04 14:00:00,-14.530210991465184,6462.741666666667
2020-01-04 15:00:00,-15.314017962935415,6498.5666666666675
2020-01-04 16:00:00,-16.494261115038828,6653.804166666667
2020-01-04 17:00:00,-17.529992661995355,6910.370833333334
2020-01-04 18:00:00,-17.10578997304112,6868.483333333334
2020-01-04 19:00:00,-16.532851743774735,6743.8708333333325
2020-01-04 20:00:00,-16.05822521585823,6583.630952380952
2020-01-04 21:00:00,-14.919984821323423,6368.583333333333
